cast,date,time_start,lat_start,lon_start,ISO_DateTime_UTC,press,depth,temp,temp2,cond,cond2,sal,sal2,O2_v,O2,trans,beam_c,fluor,turbidity,par,spar,nitrate_SUNA,sigma_0,sigma_0_2,potemp,potemp2,sal_diff,temp_diff,cond_diff,O2sat,sound_vel,geopot_anom
52,20120701,520,61.6178,-34.1007,2012-07-01T05:20:00Z,3.0,2.971,10.7414,10.7412,3.8810550000000004,3.8809410000000004,35.0155,35.0145,2.4658,6.5910899999999994,90.7466,0.3885,1.6853,0.6973666999999999,1.6922,51.854,2.237,26.8343,26.8336,10.741,10.7408,-0.001,-0.0002,-0.00011399999999999999,6.21416,1493.14,0.11599999999999999
52,20120701,520,61.6178,-34.1007,2012-07-01T05:20:00Z,4.0,3.9619999999999997,10.7417,10.7413,3.8811269999999998,3.8810019999999996,35.0154,35.0145,2.4659,6.5931,90.7431,0.3886,1.64,0.7107321999999999,1.387,52.393,2.2012,26.8342,26.8336,10.7412,10.7409,-0.001,-0.0003,-0.000125,6.21411,1493.16,0.243
52,20120701,520,61.6178,-34.1007,2012-07-01T05:20:00Z,5.0,4.952,10.7417,10.7414,3.88119,3.8810660000000006,35.0156,35.0146,2.4651,6.59175,90.9482,0.3795,1.6665,0.7140314,1.2062,52.178000000000004,2.2017,26.8344,26.8337,10.7411,10.7408,-0.001,-0.0003,-0.000125,6.21411,1493.17,0.28300000000000003
52,20120701,520,61.6178,-34.1007,2012-07-01T05:20:00Z,6.0,5.943,10.7411,10.7408,3.881186,3.881079,35.0157,35.0149,2.4637,6.588439999999999,90.9548,0.3792,1.6542,0.7770560000000001,1.0801,52.59,2.2683,26.8346,26.834,10.7404,10.7401,-0.0008,-0.0003,-0.000106,6.214180000000001,1493.19,0.306
52,20120701,520,61.6178,-34.1007,2012-07-01T05:20:00Z,7.0,6.933,10.7248,10.7249,3.879345,3.879434,35.0127,35.0195,2.4616,6.58989,90.6787,0.3914,1.6263,0.8597146000000001,0.98792,52.229,2.1933,26.8348,26.8355,10.724,10.724,0.0068,0.0,9e-05,6.216480000000001,1493.14,0.321
52,20120701,520,61.6178,-34.1007,2012-07-01T05:20:00Z,8.0,7.922999999999999,10.5819,10.5756,3.8654839999999995,3.864959,35.0134,35.0238,2.4611,6.60624,90.9537,0.3793,1.6423,0.8559549999999999,0.87149,52.416000000000004,2.0603,26.858,26.8596,10.5809,10.5747,0.0104,-0.0062,-0.000525,6.23567,1492.64,0.336
52,20120701,520,61.6178,-34.1007,2012-07-01T05:20:00Z,9.0,8.914,10.3303,10.3156,3.841126,3.83963,35.0136,35.0292,2.4666,6.64248,90.6972,0.3906,1.8229,0.8609456,0.78432,52.226000000000006,1.9996,26.8983,26.8999,10.3293,10.3145,0.0156,-0.0148,-0.0014960000000000002,6.2697,1491.75,0.35
52,20120701,520,61.6178,-34.1007,2012-07-01T05:20:00Z,10.0,9.904,9.8717,9.8836,3.797256,3.799042,35.018,35.0214,2.479,6.7351,90.4434,0.4018,2.0939,0.8936687,0.6946,52.276,2.0361,26.9739,26.9771,9.8705,9.8825,0.0034,0.012,0.001786,6.3324,1490.1,0.368
52,20120701,520,61.6178,-34.1007,2012-07-01T05:20:00Z,11.0,10.895,9.8612,9.8768,3.796665,3.798021,35.0169,35.0188,2.4946,6.784510000000001,89.534,0.4422,2.2764,0.8857123,0.64466,52.559,2.1148,26.9785,26.9749,9.8599,9.8756,0.0019,0.0156,0.001356,6.33369,1490.08,0.385
52,20120701,520,61.6178,-34.1007,2012-07-01T05:20:00Z,12.0,11.885,9.5444,9.5408,3.765622,3.765653,35.0102,35.0413,2.4956,6.88846,89.5581,0.4411,2.3156,0.8948886,0.5989300000000001,52.458999999999996,2.0804,27.0224,27.0259,9.543,9.5395,0.0311,-0.0035,3.1e-05,6.378080000000001,1488.92,0.4
