cast,date,time_start,lat_start,lon_start,ISO_DateTime_UTC,press,depth,temp,temp2,cond,cond2,sal,sal2,O2_v,O2,trans,beam_c,fluor,turbidity,par,spar,nitrate_SUNA,sigma_0,sigma_0_2,potemp,potemp2,sal_diff,temp_diff,cond_diff,O2sat,sound_vel,geopot_anom
70,20120704,1821,61.694,-33.7773,2012-07-04T18:21:00Z,4.0,3.9619999999999997,10.8625,10.8671,3.891872,3.892235,35.008,35.0079,2.4975,6.684010000000001,88.3356,0.4961,1.2272,0.9134394,20.517,535.23,2.1265,26.8065,26.805,10.862,10.8666,-0.0001,0.0047,0.000363,6.1984,1493.58,0.071
70,20120704,1821,61.694,-33.7773,2012-07-04T18:21:00Z,5.0,4.952,10.8536,10.8388,3.890819,3.889343,35.0056,35.0118,2.4947,6.68848,88.3136,0.4971,1.2647,0.9207084999999999,17.81,535.42,2.0504,26.8061,26.8083,10.853,10.8382,0.0062,-0.0148,-0.001477,6.19969,1493.56,0.128
70,20120704,1821,61.694,-33.7773,2012-07-04T18:21:00Z,6.0,5.943,10.4617,10.5241,3.8522849999999997,3.859147,35.0028,35.0408,2.4844,6.739739999999999,88.3073,0.4974,1.3056,0.9169028,15.489,535.43,2.214,26.865,26.8619,10.461,10.5234,0.0381,0.0624,0.006862,6.25274,1492.15,0.14
70,20120704,1821,61.694,-33.7773,2012-07-04T18:21:00Z,7.0,6.933,9.9326,9.9442,3.801211,3.806276,35.0016,35.0376,2.5099,6.7971699999999995,88.1194,0.5059,1.6416,0.8581825000000001,13.292,533.9,2.2323,26.9493,26.9797,9.9318,9.9434,0.0361,0.0116,0.005065,6.325069999999999,1490.24,0.161
70,20120704,1821,61.694,-33.7773,2012-07-04T18:21:00Z,8.0,7.922999999999999,10.5324,10.5433,3.860983,3.8610260000000003,35.0085,34.9872,2.5275,6.81796,88.0251,0.5102,1.6213,0.9054759,11.533,532.94,2.2882,26.8686,26.8588,10.5314,10.5423,-0.0213,0.0109,4.3e-05,6.24215,1492.47,0.183
70,20120704,1821,61.694,-33.7773,2012-07-04T18:21:00Z,9.0,8.914,9.5483,9.5411,3.761336,3.764996,34.9662,35.1629,2.4688,7.033360000000001,88.1079,0.5065,1.4441,0.956139,10.255999999999998,534.76,2.245,26.9767,27.011,9.5473,9.5401,0.1967,-0.0072,0.0036590000000000004,6.3823300000000005,1488.77,0.196
70,20120704,1821,61.694,-33.7773,2012-07-04T18:21:00Z,10.0,9.904,7.9411,7.95,3.615293,3.6165849999999997,35.0573,35.0825,2.4731,7.1902,88.1351,0.5052,1.8059,0.956362,8.8406,536.25,2.18,27.2749,27.2774,7.9401,7.949,0.0252,0.009,0.001292,6.60917,1482.86,0.205
70,20120704,1821,61.694,-33.7773,2012-07-04T18:21:00Z,11.0,10.895,8.066,7.9545,3.626325,3.616575,35.0297,35.0382,2.5185,7.105519999999999,87.5584,0.5315,2.2612,0.8802011000000001,7.941,535.83,2.245,27.2514,27.2737,8.0649,7.9534,0.0085,-0.1116,-0.00975,6.5907,1483.35,0.21600000000000003
70,20120704,1821,61.694,-33.7773,2012-07-04T18:21:00Z,12.0,11.885,7.6434,7.6625,3.5874040000000003,3.5894489999999997,35.0276,35.0491,2.5305,7.36643,87.567,0.5311,2.3626,0.8865265999999999,6.8444,532.98,2.3902,27.3172,27.3167,7.6423,7.6613,0.0214,0.0191,0.002045,6.6535,1481.75,0.23199999999999998
70,20120704,1821,61.694,-33.7773,2012-07-04T18:21:00Z,13.0,12.875,7.2959,7.3014,3.555222,3.5561510000000003,35.0301,35.0517,2.5219,7.39447,86.9598,0.5589,2.665,1.1007078000000001,5.8845,535.03,2.2428,27.3671,27.37,7.2947,7.3001,0.0216,0.0055,0.0009289999999999999,6.70622,1480.41,0.24
70,20120704,1821,61.694,-33.7773,2012-07-04T18:21:00Z,14.0,13.865,7.1681,7.1677,3.544007,3.544171,35.0315,35.0356,2.5164,7.388160000000001,86.0536,0.6008,2.807,1.0908601999999998,5.1524,535.77,2.2349,27.3901,27.392,7.1668,7.1663,0.0041,-0.0005,0.000164,6.72549,1479.94,0.248
70,20120704,1821,61.694,-33.7773,2012-07-04T18:21:00Z,15.0,14.856,7.1108,7.1117,3.538997,3.539285,35.0275,35.0309,2.5093,7.3750800000000005,86.3747,0.5859,2.8552,1.0805961000000002,4.6122,535.56,2.3434,27.4003,27.4019,7.1094,7.1103,0.0034,0.0009,0.000288,6.73418,1479.74,0.257
