cast,date,time_start,lat_start,lon_start,ISO_DateTime_UTC,press,depth,temp,temp2,cond,cond2,sal,sal2,O2_v,O2,trans,beam_c,fluor,turbidity,par,spar,nitrate_SUNA,sigma_0,sigma_0_2,potemp,potemp2,sal_diff,temp_diff,cond_diff,O2sat,sound_vel,geopot_anom
54,20120701,1353,61.6768,-34.1295,2012-07-01T13:53:00Z,2.0,1.982,10.4588,10.478,3.8532330000000004,3.8547879999999997,35.0066,35.0019,2.5034,6.77473,89.64,0.4375,0.527,0.7074684,152.49,1875.0,-0.0,26.8774,26.872,10.4585,10.4778,-0.0047,0.0192,0.0015550000000000002,6.25229,1492.1,-0.07400000000000001
54,20120701,1353,61.6768,-34.1295,2012-07-01T13:53:00Z,3.0,2.971,10.479,10.4775,3.855233,3.855033,35.0068,35.0064,2.4999,6.74598,89.9082,0.4255,0.3783,0.70743,107.53,1848.4,0.0,26.8742,26.8739,10.4786,10.4772,-0.0004,-0.0015,-0.0002,6.24955,1492.19,0.085
54,20120701,1353,61.6768,-34.1295,2012-07-01T13:53:00Z,4.0,3.9619999999999997,10.5011,10.5079,3.8574089999999996,3.8580589999999995,35.0069,35.0068,2.4992,6.74211,89.9366,0.4242,0.3677,0.7037908,93.025,1831.0,1.2432e-07,26.8706,26.8694,10.5006,10.5074,-0.0002,0.0068,0.00065,6.246569999999999,1492.29,0.165
54,20120701,1353,61.6768,-34.1295,2012-07-01T13:53:00Z,5.0,4.952,10.5064,10.5032,3.857997,3.857668,35.0073,35.0072,2.4992,6.739210000000001,89.9278,0.4246,0.3762,0.7534085,83.426,1828.1,0.0,26.87,26.8703,10.5058,10.5026,-0.0001,-0.0031,-0.00032900000000000003,6.24585,1492.32,0.192
54,20120701,1353,61.6768,-34.1295,2012-07-01T13:53:00Z,6.0,5.943,10.4923,10.4867,3.85669,3.856096,35.0076,35.0073,2.4979,6.74092,89.8982,0.426,0.3777,0.7165164,70.721,1829.0,0.0,26.8724,26.8728,10.4915,10.486,-0.0004,-0.0055,-0.000594,6.24774,1492.29,0.22
54,20120701,1353,61.6768,-34.1295,2012-07-01T13:53:00Z,7.0,6.933,10.394,10.3802,3.847154,3.8459769999999995,35.0077,35.013,2.4972,6.75621,89.9326,0.4244,0.3974,0.7209685,63.535,1830.1,0.0,26.8878,26.8912,10.3931,10.3794,0.0052,-0.0137,-0.001178,6.26107,1491.95,0.244
54,20120701,1353,61.6768,-34.1295,2012-07-01T13:53:00Z,8.0,7.922999999999999,10.3935,10.3913,3.8473559999999996,3.847082,35.0087,35.0081,2.5025,6.762980000000001,89.8886,0.4264,0.4829,0.7448481,54.013000000000005,1829.5,0.0,26.8895,26.8894,10.3926,10.3904,-0.0006,-0.0022,-0.00027400000000000005,6.26104,1491.96,0.272
54,20120701,1353,61.6768,-34.1295,2012-07-01T13:53:00Z,9.0,8.914,10.4534,10.4411,3.8531489999999997,3.851805,35.007,35.0042,2.5038,6.7702800000000005,89.8827,0.4267,0.5361,0.7845153,48.678000000000004,1833.7,0.0,26.8795,26.8802,10.4523,10.44,-0.0029,-0.0123,-0.001344,6.25296,1492.2,0.3
54,20120701,1353,61.6768,-34.1295,2012-07-01T13:53:00Z,10.0,9.904,10.4494,10.4461,3.8528059999999997,3.85245,35.0073,35.0065,2.5009,6.761839999999999,89.8491,0.4281,0.609,0.7555764,42.663999999999994,1835.5,0.0,26.8801,26.8803,10.4483,10.445,-0.0008,-0.0033,-0.000356,6.2535,1492.2,0.32
54,20120701,1353,61.6768,-34.1295,2012-07-01T13:53:00Z,11.0,10.895,10.4877,10.4876,3.856671,3.8565669999999996,35.0082,35.0044,2.501,6.752039999999999,89.9485,0.4237,0.6157,0.7670316,38.153,1834.9,0.0,26.8748,26.874,10.4864,10.4863,-0.0039,-0.0,-0.000103,6.24829,1492.35,0.34600000000000003
54,20120701,1353,61.6768,-34.1295,2012-07-01T13:53:00Z,12.0,11.885,10.4957,10.4409,3.8569970000000002,3.852017,35.0037,35.0163,2.4939,6.750030000000001,89.9451,0.4239,0.5912,0.7161823,33.693000000000005,1835.4,0.0,26.8696,26.881,10.4942,10.4395,0.0125,-0.0548,-0.00498,6.2474099999999995,1492.39,0.368
54,20120701,1353,61.6768,-34.1295,2012-07-01T13:53:00Z,13.0,12.875,10.1247,10.1498,3.8214879999999996,3.8243129999999996,35.0106,35.0173,2.4891,6.79858,89.9582,0.4233,0.6733,0.7823931,32.619,1834.5,0.0,26.9317,26.9309,10.1232,10.1483,0.0067,0.0251,0.0028239999999999997,6.2977099999999995,1491.07,0.386
54,20120701,1353,61.6768,-34.1295,2012-07-01T13:53:00Z,14.0,13.866,10.1044,10.1356,3.819836,3.8225860000000003,35.0099,35.0053,2.5095,6.8147,89.6309,0.4379,0.972,0.7686107,26.726,1839.8,0.0,26.937,26.93,10.1028,10.134,-0.0047,0.0312,0.00275,6.30039,1491.01,0.408
54,20120701,1353,61.6768,-34.1295,2012-07-01T13:53:00Z,15.0,14.856,9.9937,9.9756,3.8088230000000003,3.8074209999999997,35.0053,35.0244,2.5061,6.87591,89.8261,0.4292,0.9143,0.763404,24.915,1828.1,0.0,26.9514,26.957,9.992,9.9739,0.0191,-0.0181,-0.001402,6.31575,1490.62,0.43200000000000005
