initial_latitude_deg,initial_longitude_deg,sounding_m,min_depth_m,max_depth_m,pres,temp,trans,fluo,sal,dens,svan,n2,sigt,theta,sigthe,freez_t,o2,p_h,no3,par,s_par,x18,cdomv,transect
70.7562,-137.871,1522.0,3.07,297.25,3.0,,88.39,0.02,,,,,,,,,8.591000000000001,,2.6460000000000004,453.728,921.195,,0.04,500.0
70.7562,-137.871,1522.0,3.07,297.25,4.0,-0.41,88.43,0.02,25.731,20.66,712.0,,20.639,-0.41,20.639,-1.4,8.613,,3.216,439.068,917.499,,0.046,500.0
70.7562,-137.871,1522.0,3.07,297.25,5.0,-0.389,88.45,0.02,25.811,20.73,705.0,0.000285,20.703000000000007,-0.389,20.703000000000007,-1.41,8.607999999999999,,2.914,398.878,915.309,,0.037000000000000005,500.0
70.7562,-137.871,1522.0,3.07,297.25,6.0,-0.387,88.47,0.03,25.805,20.73,706.0,8.05e-05,20.698,-0.387,20.698,-1.41,8.594,,3.247,335.6869999999999,917.336,,0.076,500.0
70.7562,-137.871,1522.0,3.07,297.25,7.0,-0.379,88.51,0.02,25.832,20.75,704.0,6.91e-05,20.72,-0.379,20.72,-1.41,8.615,,3.4160000000000004,333.31699999999995,919.948,,0.075,500.0
70.7562,-137.871,1522.0,3.07,297.25,8.0,-0.38,88.54,0.02,25.823,20.75,704.0,6.54e-05,20.713,-0.38,20.713,-1.41,8.636000000000001,,3.5010000000000003,285.532,923.511,,0.063,500.0
70.7562,-137.871,1522.0,3.07,297.25,9.0,-0.374,88.54,0.02,25.849,20.78,702.0,0.000227,20.733,-0.374,20.733,-1.41,8.622,,3.145,292.099,924.456,,0.066,500.0
70.7562,-137.871,1522.0,3.07,297.25,10.0,-0.3670000000000001,88.24,0.02,25.882,20.81,700.0,0.000343,20.76,-0.3670000000000001,20.76,-1.41,8.622,,3.341,228.802,925.08,,0.067,500.0
70.7562,-137.871,1522.0,3.07,297.25,11.0,-0.36,88.53,0.03,25.938,20.86,696.0,0.000575,20.805,-0.36,20.805,-1.42,8.611,,3.116,215.298,926.499,,0.07200000000000001,500.0
70.7562,-137.871,1522.0,3.07,297.25,12.0,-0.35,88.57,0.03,26.031,20.94,688.0,0.00126,20.88,-0.35,20.88,-1.42,8.612,,3.427,203.486,927.609,,0.07400000000000001,500.0
70.7562,-137.871,1522.0,3.07,297.25,13.0,-0.341,88.6,0.03,26.265,21.13,670.0,0.0034100000000000003,21.069000000000006,-0.341,21.069000000000006,-1.44,8.646,,3.065,182.02,923.968,,0.075,500.0
70.7562,-137.871,1522.0,3.07,297.25,14.0,-0.376,88.62,0.02,26.912,21.66,620.0,0.00461,21.591,-0.376,21.591,-1.48,8.719,,3.064,154.749,927.36,,0.075,500.0
70.7562,-137.871,1522.0,3.07,297.25,15.0,-0.463,88.62,0.03,27.453000000000007,22.1,578.0,0.00393,22.03,-0.463,22.03,-1.51,8.873,,3.069,145.321,921.571,,0.075,500.0
70.7562,-137.871,1522.0,3.07,297.25,16.0,-0.456,88.65,0.03,27.926,22.49,542.0,0.00275,22.412,-0.456,22.412,-1.53,8.93,,2.59,153.806,923.573,,0.076,500.0
70.7562,-137.871,1522.0,3.07,297.25,17.0,-0.41,88.63,0.02,28.166,22.69,523.0,0.00188,22.605,-0.41,22.605,-1.55,8.863,,3.0210000000000004,146.451,921.449,,0.076,500.0
70.7562,-137.871,1522.0,3.07,297.25,18.0,-0.483,88.63,0.03,28.412,22.89,504.0,0.00169,22.805,-0.483,22.805,-1.56,8.913,,3.072,116.981,917.497,,0.076,500.0
70.7562,-137.871,1522.0,3.07,297.25,19.0,-0.486,88.7,0.02,28.601,23.05,489.0,0.0011,22.958,-0.486,22.958,-1.57,9.027,,3.557,116.61,920.044,,0.077,500.0
70.7562,-137.871,1522.0,3.07,297.25,20.0,-0.469,88.7,0.02,28.698,23.13,482.0,0.000789,23.036,-0.469,23.036,-1.58,9.042,,3.446,112.517,913.882,,0.077,500.0
70.7562,-137.871,1522.0,3.07,297.25,21.0,-0.319,88.93,0.02,28.811,23.22,474.0,0.0007639999999999999,23.123,-0.319,23.123,-1.59,8.964,,3.5,101.907,917.538,,0.077,500.0
