Depth (m),ngC L-1 h-1,PHP (mg C m-3 d-1)
40,0.516231755440289,0.012389562130567
200,1.74499305048122,0.041879833211549
400,0.166952531629812,0.004006860759116
1000,0.048282348525114,0.001158776364603
