Datacycle,press,temp,cond,alt,oxygen,fluor,atten,trans,jday,lat,lon,PAR,UPAR,oxV,oxdVdt,oxysat,salin,potemp,sigma0,sigma2
1.0,1.0,15.3557,44.0065,98.71,246.0858,1.1756,0.0046,89.5567,200.2027,48.9976,-16.5113,0.0,0.0001,2.7375,-0.0011,5.6244,35.6689,15.3554,26.4088,35.0029
2.0,3.0,15.3561,44.0076,98.71,246.6689,1.1757,0.0037,91.1384,200.2028,48.9976,-16.5113,0.0,0.0001,2.7404,0.0001,5.6244,35.669,15.3557,26.4088,35.0029
3.0,5.0,15.3565,44.0086,98.71,246.7104,1.1801,0.0037,91.1284,200.2029,48.9975,-16.5112,0.0,0.0001,2.7401,0.0003,5.6243,35.6689,15.3557,26.4087,35.0028
4.0,7.0,15.3563,44.0091,98.71,246.5809,1.1738,0.0037,91.1675,200.203,48.9975,-16.5112,0.0,0.0001,2.7393,-0.0003,5.6243,35.6686,15.3552,26.4086,35.0027
5.0,9.0,15.3568,44.0103,98.71,246.9221,1.1799,0.0037,91.1578,200.203,48.9975,-16.5112,0.0,0.0001,2.7409,0.0003,5.6241,35.6686,15.3554,26.4085,35.0026
6.0,11.0,15.3582,44.0128,98.71,246.4479,1.1779,0.0037,91.1357,200.2031,48.9975,-16.5112,0.0,0.0001,2.7376,-0.0008,5.6241,35.6686,15.3565,26.4083,35.0024
7.0,13.0,15.3585,44.0137,98.71,246.5541,1.1761,0.0037,91.0941,200.2031,48.9975,-16.5112,0.0,0.0001,2.7358,0.0001,5.6242,35.6684,15.3565,26.4081,35.0022
8.0,15.0,15.3589,44.0152,98.71,246.2296,1.1824,0.0037,91.1108,200.2032,48.9975,-16.5112,0.0,0.0001,2.7344,-0.0008,5.624,35.6685,15.3566,26.4082,35.0023
9.0,17.0,15.3592,44.0168,98.71,246.7806,1.1948,0.0037,91.1307,200.2032,48.9975,-16.5112,0.0,0.0001,2.7353,0.001,5.624,35.6689,15.3565,26.4085,35.0026
10.0,19.0,15.3593,44.0176,98.71,246.2875,1.1981,0.0037,91.1288,200.2033,48.9975,-16.5112,0.0,0.0001,2.7344,-0.001,5.6239,35.6688,15.3564,26.4085,35.0026
11.0,21.0,15.3599,44.0193,98.71,246.4978,1.2026,0.0037,91.1459,200.2033,48.9975,-16.5112,0.0,0.0001,2.7338,-0.0001,5.6239,35.6689,15.3567,26.4084,35.0025
12.0,23.0,15.3602,44.0205,98.71,246.3517,1.2193,0.0037,91.1439,200.2034,48.9975,-16.5112,0.0,0.0001,2.7325,-0.0004,5.6239,35.6689,15.3566,26.4085,35.0026
13.0,25.0,15.3606,44.0218,98.71,246.4288,1.2394,0.0037,91.1078,200.2034,48.9975,-16.5112,0.0,0.0001,2.7311,0.0,5.6238,35.6687,15.3567,26.4083,35.0024
14.0,27.0,15.3614,44.0231,97.0899,246.3687,1.2299,0.0037,91.0883,200.2034,48.9975,-16.5112,0.0,0.0001,2.731,-0.0003,5.6237,35.6684,15.3572,26.408,35.002
15.0,29.0,15.3618,44.0244,98.71,245.8207,1.228,0.0037,91.1193,200.2035,48.9975,-16.5112,0.0,0.0001,2.7278,-0.0013,5.6234,35.6685,15.3573,26.408,35.0021
16.0,31.0,15.3647,44.0313,93.8734,245.57,1.2573,0.0037,91.2612,200.2035,48.9975,-16.5112,0.0,0.0001,2.7248,-0.0011,5.6231,35.6713,15.3599,26.4096,35.0035
17.0,33.0,15.3657,44.0348,98.71,245.0237,1.2154,0.0035,91.5735,200.2035,48.9975,-16.5112,0.0,0.0001,2.7192,-0.0013,5.6232,35.6726,15.3606,26.4104,35.0043
18.0,35.0,15.3623,44.0362,95.0495,244.38,1.1927,0.0034,91.7755,200.2036,48.9975,-16.5112,0.0,0.0001,2.7143,-0.0022,5.6248,35.6762,15.3569,26.4141,35.0081
19.0,37.0,15.3487,44.0272,98.71,243.649,1.1207,0.0029,92.9799,200.2036,48.9975,-16.5112,0.0,0.0001,2.7069,-0.0029,5.6306,35.6796,15.3429,26.4198,35.0142
20.0,39.0,15.2946,43.9728,98.4482,242.6009,0.9546,0.0026,93.8,200.2036,48.9975,-16.5112,0.0,0.0001,2.6945,-0.0049,5.6521,35.6788,15.2886,26.4313,35.0277
21.0,41.0,15.0806,43.7572,97.2127,239.3087,0.7543,0.0019,95.355,200.2037,48.9975,-16.5112,0.0,0.0001,2.6677,-0.0094,5.671,35.6767,15.0744,26.4774,35.0814
22.0,43.0,14.9194,43.601,97.4406,239.8671,0.5573,0.0015,96.2554,200.2037,48.9974,-16.5112,0.0,0.0001,2.65,-0.0055,5.7167,35.6805,14.9129,26.516,35.1257
23.0,45.0,14.5845,43.2707,90.6344,236.9628,0.4585,0.0012,96.9253,200.2037,48.9974,-16.5112,0.0,0.0001,2.626,-0.0108,5.7506,35.6833,14.5779,26.5914,35.2132
24.0,47.0,14.1647,42.8632,98.71,235.8976,0.3129,0.0009,97.7956,200.2038,48.9974,-16.5111,0.0,0.0001,2.5986,-0.0086,5.7948,35.6921,14.1579,26.6886,35.3256
25.0,49.0,13.8089,42.5181,94.1147,237.3645,0.2024,0.0006,98.4098,200.2038,48.9974,-16.5111,0.0,0.0001,2.5886,-0.0009,5.8135,35.699,13.8019,26.7693,35.4194
26.0,51.0,13.7247,42.4391,98.71,236.9606,0.1759,0.0006,98.5424,200.2038,48.9974,-16.5111,0.0,0.0001,2.5852,-0.0014,5.8132,35.7026,13.7174,26.7898,35.443
27.0,53.0,13.6085,42.3335,84.6049,238.3582,0.1654,0.0005,98.6944,200.2039,48.9974,-16.5111,0.0,0.0001,2.5895,0.002,5.8145,35.7105,13.601,26.8202,35.4777
28.0,55.0,13.555,42.2877,98.71,236.6367,0.1493,0.0005,98.6756,200.2039,48.9974,-16.5111,0.0,0.0001,2.5789,-0.0052,5.8537,35.7168,13.5473,26.8362,35.4956
29.0,57.0,13.3875,42.1296,86.0539,234.5579,0.1365,0.0004,99.0208,200.2039,48.9974,-16.5111,0.0,0.0001,2.5621,-0.0071,5.8631,35.7232,13.3795,26.8759,35.5415
30.0,59.0,13.2587,41.9947,98.71,234.8548,0.1087,0.0003,99.2066,200.204,48.9974,-16.5111,0.0,0.0001,2.5513,-0.0034,5.8788,35.7151,13.2505,26.8962,35.5667
31.0,61.0,13.1449,41.8692,94.414,235.567,0.0957,0.0003,99.293,200.204,48.9974,-16.5111,0.0,0.0001,2.5472,-0.0003,5.8884,35.7016,13.1364,26.9089,35.584
32.0,63.0,13.0886,41.8174,98.71,235.5368,0.084,0.0002,99.3767,200.204,48.9974,-16.5111,0.0,0.0001,2.5465,-0.0003,5.8882,35.7043,13.0799,26.9226,35.5997
33.0,65.0,13.0902,41.8221,81.833,235.3345,0.0771,0.0002,99.4045,200.2041,48.9974,-16.5111,0.0,0.0001,2.5435,-0.0009,5.8936,35.7064,13.0812,26.924,35.6011
34.0,67.0,13.0447,41.7721,98.71,234.655,0.0723,0.0002,99.4685,200.2041,48.9974,-16.5111,0.0,0.0001,2.5381,-0.0022,5.9024,35.7008,13.0355,26.9288,35.6078
35.0,69.0,12.9826,41.7058,95.37,235.1003,0.0659,0.0002,99.5369,200.2041,48.9974,-16.5111,0.0,0.0001,2.5372,0.0001,5.8977,35.6951,12.9731,26.9371,35.6185
36.0,71.0,12.9593,41.6851,92.5227,235.1399,0.0623,0.0002,99.5762,200.2042,48.9974,-16.5111,0.0,0.0001,2.5372,-0.0001,5.8995,35.6963,12.9495,26.9428,35.6251
37.0,73.0,13.0017,41.743,74.3542,233.5571,0.0609,0.0001,99.6753,200.2042,48.9974,-16.5111,0.0,0.0001,2.5301,-0.0032,5.8975,35.711,12.9916,26.9456,35.6261
38.0,75.0,13.0103,41.7704,98.695,232.0602,0.0421,0.0001,99.8429,200.2042,48.9974,-16.5111,0.0,0.0001,2.5194,-0.0043,5.8981,35.7282,12.9999,26.9573,35.6372
39.0,77.0,13.0053,41.7689,90.0119,232.2391,0.0335,0.0,99.8769,200.2043,48.9974,-16.5111,0.0,0.0001,2.5145,-0.0015,5.8981,35.7304,12.9947,26.9601,35.6402
40.0,79.0,13.003,41.7681,92.6872,232.0885,0.0306,0.0,99.8943,200.2043,48.9974,-16.511,0.0,0.0001,2.5116,-0.001,5.8979,35.7311,12.9922,26.9611,35.6413
41.0,81.0,12.9971,41.7618,94.9249,232.2251,0.0325,0.0,99.9315,200.2043,48.9974,-16.511,0.0,0.0001,2.5105,-0.0005,5.8997,35.7299,12.986,26.9614,35.6419
42.0,83.0,12.9927,41.7578,98.695,231.8109,0.0334,0.0,99.942,200.2044,48.9974,-16.511,0.0,0.0001,2.5069,-0.0012,5.9022,35.7293,12.9813,26.9619,35.6425
43.0,85.0,12.9741,41.7361,98.71,232.3242,0.032,0.0,99.9664,200.2044,48.9974,-16.511,0.0,0.0001,2.5077,0.0004,5.9018,35.7252,12.9624,26.9626,35.644
44.0,87.0,12.9658,41.7296,84.3885,232.153,0.0327,0.0,99.9731,200.2044,48.9974,-16.511,0.0,0.0001,2.5071,-0.0002,5.9023,35.726,12.9538,26.965,35.6467
45.0,89.0,12.9764,41.7441,91.425,231.7813,0.0328,0.0,100.0042,200.2045,48.9974,-16.511,0.0,0.0001,2.5044,-0.0007,5.9022,35.729,12.9641,26.9652,35.6464
46.0,91.0,12.9703,41.7382,98.71,232.0871,0.0307,0.0,100.0197,200.2045,48.9974,-16.511,0.0,0.0001,2.5045,0.0003,5.9015,35.7281,12.9578,26.9657,35.6473
47.0,93.0,12.9613,41.7295,89.0167,231.9463,0.0305,0.0,100.0299,200.2045,48.9974,-16.511,0.0,0.0001,2.5038,-0.0005,5.9046,35.7275,12.9485,26.9672,35.649
48.0,95.0,12.9445,41.7119,88.1385,232.0892,0.0324,0.0,100.0393,200.2046,48.9974,-16.511,0.0,0.0001,2.5027,0.0002,5.906,35.7256,12.9315,26.9691,35.6517
49.0,97.0,12.9328,41.6993,95.4751,232.2566,0.0315,0.0,100.0627,200.2046,48.9973,-16.511,0.0,0.0001,2.5031,0.0002,5.9075,35.7238,12.9194,26.9702,35.6532
50.0,99.0,12.922,41.6882,93.3021,232.2154,0.0314,0.0,100.0666,200.2047,48.9973,-16.5109,0.0,0.0001,2.5031,-0.0003,5.9084,35.7224,12.9083,26.9714,35.6548
51.0,101.0,12.9234,41.6894,85.5876,232.1414,0.0299,0.0,100.0761,200.2048,48.9973,-16.5109,0.0,0.0001,2.5009,0.0,5.9094,35.7214,12.9095,26.9703,35.6538
52.0,103.0,12.9108,41.6773,94.9328,232.1467,0.0292,0.0,100.0688,200.2049,48.9973,-16.5109,0.0,0.0001,2.5011,-0.0003,5.9102,35.7207,12.8966,26.9724,35.6564
53.0,105.0,12.9002,41.6658,98.7047,232.2394,0.0292,0.0,100.0974,200.205,48.9973,-16.5109,0.0,0.0001,2.5,0.0001,5.9118,35.7189,12.8858,26.9731,35.6575
54.0,107.0,12.8781,41.6404,49.4056,232.1095,0.0648,0.0,100.0999,200.2052,48.9972,-16.5108,0.0,0.0001,2.4978,-0.0002,5.9157,35.7146,12.8634,26.9743,35.6597
55.0,109.0,12.8627,41.6263,98.71,232.5469,0.0345,0.0,100.0615,200.2052,48.9972,-16.5108,0.0,0.0001,2.4997,0.0005,5.9147,35.7145,12.8478,26.9774,35.6633
56.0,111.0,12.8563,41.6194,98.71,231.9761,0.0294,0.0,100.0782,200.2053,48.9972,-16.5108,0.0,0.0001,2.4968,-0.0012,5.9205,35.7134,12.8411,26.9779,35.6641
57.0,113.0,12.8139,41.5729,98.71,230.7742,0.028,0.0,100.053,200.2053,48.9972,-16.5108,0.0,0.0001,2.4878,-0.0025,5.9231,35.7077,12.7984,26.982,35.6699
58.0,115.0,12.8082,41.5666,98.71,230.3951,0.0286,0.0,100.0494,200.2053,48.9972,-16.5108,0.0,0.0001,2.484,-0.0023,5.9219,35.7063,12.7925,26.9821,35.6702
59.0,117.0,12.7971,41.5543,98.7019,230.985,0.0269,0.0,100.0521,200.2054,48.9972,-16.5108,0.0,0.0001,2.4837,-0.0006,5.9262,35.7042,12.7811,26.9827,35.6714
60.0,119.0,12.7791,41.535,98.71,230.2245,0.0285,0.0,100.0552,200.2054,48.9972,-16.5108,0.0,0.0001,2.4779,-0.002,5.9326,35.7017,12.7629,26.9845,35.6739
61.0,121.0,12.7394,41.488,98.71,231.2296,0.0248,0.0,100.0373,200.2054,48.9972,-16.5108,0.0,0.0001,2.4788,0.0006,5.9362,35.6933,12.7229,26.986,35.677
62.0,123.0,12.7146,41.4583,98.6971,233.1358,0.0272,0.0,100.0269,200.2054,48.9972,-16.5108,0.0,0.0001,2.4857,0.0043,5.9371,35.6873,12.6979,26.9863,35.6783
