Datacycle,press,temp,cond,alt,oxygen,fluor,atten,trans,jday,lat,lon,PAR,UPAR,oxV,oxdVdt,oxysat,salin,potemp,sigma0,sigma2
1.0,3.0,15.3994,44.002,98.71,243.4636,0.4225,0.0036,91.36,209.6022,48.9945,-16.6951,8.9219,11.4111,2.7113,0.0001,5.6212,35.6244,15.3989,26.3647,34.9579
2.0,5.0,15.3974,44.0006,98.71,243.7818,0.3762,0.0036,91.3347,209.6023,48.9945,-16.6951,3.2703,10.3834,2.7138,0.0003,5.6213,35.6244,15.3967,26.3652,34.9585
3.0,7.0,15.3982,44.0023,98.71,244.1342,0.3436,0.0036,91.3615,209.6025,48.9945,-16.6951,1.4362,8.4658,2.7168,0.0001,5.6208,35.6244,15.3971,26.3651,34.9583
4.0,9.0,15.4031,44.0082,98.71,244.0421,0.3631,0.0036,91.3641,209.6026,48.9945,-16.6951,1.0288,7.4173,2.7161,-0.0002,5.6204,35.6244,15.4017,26.3641,34.9572
5.0,11.0,15.4076,44.0138,98.71,244.301,0.4372,0.0036,91.3743,209.6026,48.9945,-16.6951,0.6735,5.7176,2.717,0.0,5.6221,35.6245,15.4058,26.3632,34.9562
6.0,13.0,15.3908,43.9986,98.71,244.9463,0.6827,0.0037,91.1292,209.6027,48.9945,-16.6951,0.5014,4.2027,2.7207,0.0007,5.626,35.6253,15.3888,26.3677,34.9612
7.0,15.0,15.3417,43.9493,98.71,245.1076,0.7919,0.0038,91.0057,209.6027,48.9945,-16.6951,0.36,3.0372,2.7201,0.0004,5.6286,35.6243,15.3394,26.3779,34.9732
8.0,17.0,15.3112,43.9189,98.71,245.1427,0.9201,0.0038,90.9317,209.6028,48.9945,-16.6951,0.2832,2.3503,2.719,0.0,5.6341,35.6237,15.3086,26.3844,34.9807
9.0,19.0,15.2569,43.865,98.71,245.3927,0.9745,0.0038,90.8913,209.6029,48.9945,-16.6951,0.2272,1.9816,2.7201,-0.0002,5.6389,35.6233,15.2541,26.3963,34.9946
10.0,21.0,15.235,43.8428,98.71,244.7805,1.0988,0.0037,91.1119,209.6029,48.9945,-16.6951,0.1894,1.7831,2.7156,-0.0012,5.6398,35.6222,15.2317,26.4004,34.9995
