initial_latitude_deg,initial_longitude_deg,sounding_m,min_depth_m,max_depth_m,pres,temp,trans,fluo,sal,dens,svan,n2,sigt,theta,sigthe,freez_t,o2,p_h,no3,par,s_par,x18,cdomv,transect
70.7034,-139.6087,1736.0,2.95,1684.36,3.0,1.128,86.71,0.0,22.088,17.69,997.0,,17.673,1.128,17.673,-1.2,7.98,,-20.541,0.863,12.52,,0.127,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,4.0,1.035,86.71,0.0,22.319000000000006,17.88,979.0,0.00304,17.86,1.035,17.86,-1.21,8.066,,-20.541,0.732,12.52,,0.126,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,5.0,0.541,86.72,0.0,22.856,18.33,936.0,0.00574,18.304,0.541,18.304,-1.24,8.396,,-20.541,0.593,12.52,,0.119,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,6.0,-0.046,86.78,0.0,23.772,19.08,864.0,0.00804,19.053,-0.046,19.053,-1.29,8.603,,-20.541,0.48,12.52,,0.113,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,7.0,-0.7709999999999999,84.96,0.0,24.905,20.01,775.0,0.00581,19.977,-0.7709999999999999,19.977,-1.36,8.777000000000001,,-20.541,0.398,12.52,,0.091,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,8.0,-0.922,85.74,0.0,25.257,20.3,748.0,0.00191,20.263,-0.922,20.263,-1.38,9.226,,-20.541,0.342,12.52,,0.08199999999999999,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,9.0,-0.936,86.63,0.0,25.395,20.42,737.0,0.00106,20.374,-0.936,20.374,-1.39,9.698,,-20.541,0.307,12.52,,0.079,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,10.0,-0.8690000000000001,87.37,0.0,25.531,20.53,726.0,0.00147,20.484,-0.8690000000000001,20.484,-1.4,9.433,,-20.541,0.279,12.52,,0.079,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,11.0,-0.5589999999999999,88.05,0.0,25.779,20.73,708.0,0.004529999999999999,20.68,-0.5589999999999999,20.68,-1.41,9.264,,-20.541,0.262,12.52,,0.079,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,12.0,1.436,87.88,0.0,26.788,21.49,636.0,0.00521,21.428,1.436,21.428,-1.47,8.604,,-20.541,0.252,12.52,,0.084,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,13.0,1.816,86.75,0.0,27.236,21.83,603.0,0.00252,21.767,1.816,21.767,-1.49,8.462,,-20.541,0.242,12.52,,0.08900000000000001,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,14.0,1.775,86.93,0.0,27.466,22.02,586.0,0.00198,21.954,1.774,21.954,-1.51,8.379,,-20.541,0.225,12.52,,0.08900000000000001,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,15.0,1.737,87.13,0.0,27.747,22.25,564.0,0.00168,22.181,1.736,22.181,-1.52,8.353,,-20.541,0.208,12.52,,0.091,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,16.0,1.4369999999999998,87.33,0.0,27.881,22.38,552.0,0.00102,22.304,1.436,22.304,-1.53,8.425,,-20.541,0.194,12.52,,0.09,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,17.0,1.124,87.87,0.0,27.973000000000006,22.47,543.0,0.000909,22.393,1.123,22.393,-1.54,8.561,,-20.541,0.179,12.52,,0.08800000000000001,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,18.0,0.52,88.27,0.0,28.065,22.58,534.0,0.000976,22.493,0.52,22.493,-1.54,8.847999999999997,,-20.541,0.165,12.52,,0.086,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,19.0,0.426,88.55,0.0,28.189,22.69,524.0,0.00112,22.596,0.425,22.596,-1.55,8.905,,-20.541,0.159,12.52,,0.083,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,20.0,-0.027000000000000003,88.59,0.0,28.33,22.82,511.0,0.0011,22.726,-0.027000000000000003,22.726,-1.56,9.029,,-20.541,0.151,12.52,,0.08199999999999999,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,21.0,-0.151,88.65,0.0,28.448,22.93,502.0,0.000923,22.825,-0.151,22.825,-1.57,9.056,,-20.541,0.14300000000000002,12.52,,0.08199999999999999,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,22.0,-0.179,88.69,0.0,28.563,23.02,493.0,0.000787,22.919,-0.179,22.919,-1.57,9.078,,-20.541,0.136,12.52,,0.083,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,23.0,-0.16899999999999998,88.73,0.0,28.651,23.1,486.0,0.0006219999999999999,22.989,-0.17,22.989,-1.58,9.039,,-20.541,0.129,12.52,,0.083,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,24.0,-0.179,88.78,0.0,28.724,23.16,481.0,0.000715,23.048,-0.18,23.049,-1.58,9.061,,-20.541,0.123,12.52,,0.08199999999999999,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,25.0,-0.121,88.8,0.0,28.838,23.26,472.0,0.0007599999999999999,23.139,-0.122,23.139,-1.59,8.991,,-20.541,0.117,12.52,,0.08199999999999999,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,26.0,-0.125,88.83,0.0,28.923,23.33,465.0,0.000552,23.207,-0.126,23.207,-1.6,8.897,,-20.541,0.111,12.52,,0.08199999999999999,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,27.0,-0.295,88.86,0.0,28.974,23.38,461.0,0.0004860000000000001,23.254,-0.29600000000000004,23.254,-1.6,9.006,,-20.541,0.107,12.52,,0.08199999999999999,600.0
70.7034,-139.6087,1736.0,2.95,1684.36,28.0,0.018000000000000002,88.88,0.0,29.055,23.44,456.0,0.000552,23.309,0.017,23.309,-1.61,9.03,,-20.541,0.102,12.52,,0.083,600.0
