initial_latitude_deg,initial_longitude_deg,sounding_m,min_depth_m,max_depth_m,pres,temp,trans,fluo,sal,dens,svan,n2,sigt,theta,sigthe,freez_t,o2,p_h,no3,par,s_par,x18,cdomv,transect
70.6683,-139.6572,1740.0,3.31,297.08,3.0,3.945,85.84,0.0,,,,,,,,,,,2.442,276.133,517.48,,0.156,600.0
70.6683,-139.6572,1740.0,3.31,297.08,4.0,3.63,85.89,0.0,20.366,16.21,1141.0,,16.189,3.63,16.189,-1.11,8.057,,2.44,236.804,517.48,,0.152,600.0
70.6683,-139.6572,1740.0,3.31,297.08,5.0,2.96,86.01,0.0,20.941,16.71,1093.0,0.0049700000000000005,16.683,2.96,16.683,-1.14,8.148,,3.096,181.918,517.48,,0.147,600.0
70.6683,-139.6572,1740.0,3.31,297.08,6.0,2.366,86.07,0.0,21.579,17.25,1041.0,0.00598,17.22,2.366,17.22,-1.17,8.017999999999999,,3.145,141.283,517.48,,0.141,600.0
70.6683,-139.6572,1740.0,3.31,297.08,7.0,1.838,86.18,0.0,22.432,17.96,973.0,0.0108,17.924,1.838,17.924,-1.22,8.132,,3.147,111.798,517.48,,0.136,600.0
70.6683,-139.6572,1740.0,3.31,297.08,8.0,0.298,86.2,0.0,24.279,19.49,825.0,0.00853,19.454,0.298,19.454,-1.32,8.757,,3.039,91.778,517.48,,0.118,600.0
70.6683,-139.6572,1740.0,3.31,297.08,9.0,-0.037000000000000005,85.88,0.0,24.571,19.74,802.0,0.00379,19.696,-0.037000000000000005,19.696,-1.34,8.86,,2.9760000000000004,77.072,517.48,,0.098,600.0
70.6683,-139.6572,1740.0,3.31,297.08,10.0,0.7829999999999999,85.78,0.0,25.278,20.29,750.0,0.00761,20.243,0.7829999999999999,20.243,-1.38,8.593,,2.971,67.185,517.48,,0.094,600.0
70.6683,-139.6572,1740.0,3.31,297.08,11.0,0.873,87.21,0.0,26.575,21.33,650.0,0.0072099999999999985,21.282,0.873,21.282,-1.45,8.515,,2.963,60.278,516.211,,0.092,600.0
70.6683,-139.6572,1740.0,3.31,297.08,12.0,0.63,87.3,0.0,27.142,21.8,605.0,0.00285,21.747,0.63,21.747,-1.49,8.585,,1.445,54.451,515.4,,0.085,600.0
70.6683,-139.6572,1740.0,3.31,297.08,13.0,0.461,87.24,0.0,27.296,21.94,593.0,0.0015,21.877,0.461,21.877,-1.5,8.636000000000001,,1.192,49.343,515.4,,0.083,600.0
70.6683,-139.6572,1740.0,3.31,297.08,14.0,0.452,87.75,0.0,27.522,22.13,575.0,0.00128,22.059,0.452,22.059,-1.51,8.648,,1.1909999999999998,45.191,515.4,,0.08199999999999999,600.0
70.6683,-139.6572,1740.0,3.31,297.08,15.0,0.355,88.02,0.0,27.622,22.21,567.0,0.000616,22.143,0.355,22.143,-1.52,8.711,,1.276,41.65,513.9169999999998,,0.081,600.0
70.6683,-139.6572,1740.0,3.31,297.08,16.0,0.278,88.25,0.0,27.674,22.26,563.0,0.0008230000000000001,22.187,0.278,22.187,-1.52,8.802,,2.216,38.359,513.31,,0.079,600.0
70.6683,-139.6572,1740.0,3.31,297.08,17.0,0.369,88.34,0.0,27.836,22.4,551.0,0.00123,22.314,0.369,22.314,-1.53,8.792,,2.215,35.43199999999999,513.31,,0.081,600.0
70.6683,-139.6572,1740.0,3.31,297.08,18.0,0.329,88.39,0.0,27.996,22.53,538.0,0.00153,22.445,0.329,22.445,-1.54,8.886000000000003,,2.21,32.85,512.366,,0.08199999999999999,600.0
70.6683,-139.6572,1740.0,3.31,297.08,19.0,0.354,88.53,0.0,28.231,22.72,520.0,0.00155,22.633000000000006,0.354,22.633000000000006,-1.55,8.873,,2.212,30.642,511.22,,0.08199999999999999,600.0
70.6683,-139.6572,1740.0,3.31,297.08,20.0,0.28,88.54,0.0,28.396,22.86,507.0,0.00134,22.769,0.279,22.769,-1.56,8.915,,2.214,28.566,511.22,,0.083,600.0
70.6683,-139.6572,1740.0,3.31,297.08,21.0,0.2,88.64,0.0,28.572,23.01,494.0,0.00107,22.913,0.199,22.913,-1.57,8.994,,2.212,26.657,511.22,,0.083,600.0
70.6683,-139.6572,1740.0,3.31,297.08,22.0,0.101,88.68,0.0,28.665,23.1,486.0,0.000955,22.992,0.1,22.992,-1.58,8.971,,2.216,24.872,510.908,,0.083,600.0
70.6683,-139.6572,1740.0,3.31,297.08,23.0,0.252,88.75,0.0,28.822,23.22,475.0,0.00097,23.113000000000003,0.251,23.113000000000003,-1.59,8.847000000000003,,2.6460000000000004,23.191,509.209,,0.083,600.0
70.6683,-139.6572,1740.0,3.31,297.08,24.0,0.07200000000000001,88.75,0.0,28.915,23.31,467.0,0.00062,23.194000000000006,0.071,23.194000000000006,-1.59,8.986,,3.004,21.743,509.14,,0.08800000000000001,600.0
70.6683,-139.6572,1740.0,3.31,297.08,25.0,-0.294,88.82,0.0,28.959,23.36,462.0,0.000504,23.242,-0.295,23.242,-1.6,9.074,,3.005,20.471,509.14,,0.083,600.0
70.6683,-139.6572,1740.0,3.31,297.08,26.0,-0.326,88.86,0.0,29.029,23.42,457.0,0.00053,23.299,-0.327,23.299,-1.6,9.084,,3.003,19.216,508.396,,0.081,600.0
70.6683,-139.6572,1740.0,3.31,297.08,27.0,-0.301,88.88,0.0,29.096,23.48,452.0,0.0004969999999999999,23.352,-0.302,23.353,-1.61,9.003,,3.174,18.063,507.05,,0.08199999999999999,600.0
70.6683,-139.6572,1740.0,3.31,297.08,28.0,-0.19,88.87,0.0,29.163,23.54,447.0,0.000409,23.403,-0.191,23.403,-1.61,9.031,,3.279,17.08,507.05,,0.083,600.0
70.6683,-139.6572,1740.0,3.31,297.08,29.0,-0.349,88.82,0.0,29.2,23.58,443.0,0.00034,23.438,-0.35,23.438,-1.61,9.103,,3.276,16.214000000000002,506.944,,0.08199999999999999,600.0
70.6683,-139.6572,1740.0,3.31,297.08,30.0,-0.29100000000000004,88.86,0.0,29.247,23.62,440.0,0.000388,23.474,-0.292,23.474,-1.62,9.056,,3.278,15.4,505.066,,0.083,600.0
70.6683,-139.6572,1740.0,3.31,297.08,31.0,-0.163,88.81,0.0,29.308000000000003,23.67,436.0,0.000355,23.519,-0.16399999999999998,23.519,-1.62,8.984,,3.109,14.647,504.96,,0.085,600.0
70.6683,-139.6572,1740.0,3.31,297.08,32.0,-0.14400000000000002,88.87,0.0,29.345,23.7,433.0,0.000277,23.548,-0.145,23.548,-1.63,9.055,,3.04,13.949000000000002,504.713,,0.09,600.0
70.6683,-139.6572,1740.0,3.31,297.08,33.0,-0.225,88.89,0.0,29.377,23.74,430.0,0.000374,23.577,-0.226,23.577,-1.63,8.993,,3.0410000000000004,13.281,502.951,,0.087,600.0
70.6683,-139.6572,1740.0,3.31,297.08,34.0,-0.141,88.92,0.0,29.442,23.79,425.0,0.000455,23.627,-0.142,23.627,-1.63,8.993,,3.04,12.611,502.88,,0.084,600.0
70.6683,-139.6572,1740.0,3.31,297.08,35.0,-0.246,88.96,0.0,29.494,23.84,421.0,0.000537,23.672,-0.247,23.672,-1.64,9.023,,3.708,11.965,502.88,,0.08800000000000001,600.0
