cast,date,time_start,lat_start,lon_start,ISO_DateTime_UTC,press,depth,temp,temp2,cond,cond2,sal,sal2,O2_v,O2,trans,beam_c,fluor,turbidity,par,spar,nitrate_SUNA,sigma_0,sigma_0_2,potemp,potemp2,sal_diff,temp_diff,cond_diff,O2sat,sound_vel,geopot_anom
7,20120617,1655,43.0432,-27.2515,2012-06-17T16:55:00Z,3.0,2.9760000000000004,16.0965,16.0952,4.477551,4.477339,35.6903,35.6896,2.3534,5.51406,97.4567,0.1031,0.2027,0.38719899999999996,139.27,2333.7,nd,26.2568,26.2566,16.096,16.0947,-0.0008,-0.0013,-0.000212,5.54752,1511.71,0.16899999999999998
7,20120617,1655,43.0432,-27.2515,2012-06-17T16:55:00Z,4.0,3.968,16.1136,16.1177,4.479394999999999,4.479748000000001,35.6909,35.6901,2.3535,5.51473,97.4895,0.1017,0.2018,0.3859752,121.55,2329.2,nd,26.2534,26.252,16.113,16.117,-0.0008,0.0041,0.000352,5.54565,1511.78,0.295
7,20120617,1655,43.0432,-27.2515,2012-06-17T16:55:00Z,5.0,4.96,16.1149,16.1112,4.479576,4.479101,35.691,35.6905,2.3503,5.50346,97.4997,0.1013,0.2042,0.3891167,103.3,2327.8,nd,26.2531,26.2533,16.1141,16.1104,-0.0005,-0.0037,-0.000475,5.5455,1511.8,0.34700000000000003
7,20120617,1655,43.0432,-27.2515,2012-06-17T16:55:00Z,6.0,5.952000000000001,16.0862,16.0915,4.476539,4.477009,35.6901,35.6907,2.35,5.50608,97.5462,0.0994,0.2098,0.38618759999999996,89.28299999999999,2332.6,nd,26.2586,26.2569,16.0852,16.0905,0.0006,0.0053,0.00047000000000000004,5.5486699999999995,1511.73,0.371
7,20120617,1655,43.0432,-27.2515,2012-06-17T16:55:00Z,7.0,6.944,16.0757,16.0742,4.47558,4.475329,35.6905,35.6895,2.3511,5.50651,97.5088,0.1009,0.2202,0.3918946,79.07600000000001,2328.4,nd,26.2614,26.2611,16.0746,16.0731,-0.001,-0.0015,-0.000251,5.54978,1511.71,0.402
7,20120617,1655,43.0432,-27.2515,2012-06-17T16:55:00Z,8.0,7.936,16.0285,16.0162,4.470544,4.469263,35.6886,35.691,2.3531,5.52878,97.4828,0.102,0.2244,0.3914761,71.654,2324.0,nd,26.27,26.2726,16.0272,16.0149,0.0024,-0.0123,-0.001281,5.55499,1511.58,0.43200000000000005
7,20120617,1655,43.0432,-27.2515,2012-06-17T16:55:00Z,9.0,8.927999999999999,16.008,16.0148,4.468657,4.469238,35.6896,35.6886,2.3537,5.52969,97.5002,0.1013,0.2331,0.381948,70.778,2327.6,nd,26.2757,26.2734,16.0066,16.0134,-0.001,0.0067,0.0005809999999999999,5.55716,1511.54,0.455
7,20120617,1655,43.0432,-27.2515,2012-06-17T16:55:00Z,10.0,9.92,16.0112,16.0164,4.46892,4.469501,35.6882,35.6885,2.3528,5.52945,97.5264,0.1002,0.2739,0.3881212,61.012,2333.6,nd,26.2743,26.2734,16.0097,16.0149,0.0002,0.0052,0.0005809999999999999,5.55685,1511.56,0.48200000000000004
7,20120617,1655,43.0432,-27.2515,2012-06-17T16:55:00Z,11.0,10.912,16.0009,16.0042,4.467973000000001,4.468264,35.6887,35.6895,2.352,5.52691,97.4737,0.1023,0.2779,0.39446929999999997,57.805,2330.1,nd,26.277,26.276,15.9991,16.0025,0.0008,0.0033,0.000291,5.55796,1511.55,0.508
7,20120617,1655,43.0432,-27.2515,2012-06-17T16:55:00Z,12.0,11.904000000000002,15.9397,15.9272,4.461561,4.460286,35.6871,35.6894,2.3487,5.5326,97.4551,0.1031,0.2717,0.39574509999999996,49.772,2323.7,nd,26.2891,26.2919,15.9378,15.9253,0.0023,-0.0125,-0.001275,5.564690000000001,1511.37,0.541
