cast,date,time_start,lat_start,lon_start,ISO_DateTime_UTC,press,depth,temp,temp2,cond,cond2,sal,sal2,O2_v,O2,trans,beam_c,fluor,turbidity,par,spar,nitrate_SUNA,sigma_0,sigma_0_2,potemp,potemp2,sal_diff,temp_diff,cond_diff,O2sat,sound_vel,geopot_anom
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,3.0,2.9760000000000004,15.9981,15.9989,4.467434,4.467556,35.6889,35.6895,2.3473,5.50621,97.4773,0.1022,0.1583,0.3864391,152.02,2288.2,nd,26.278,26.2782,15.9976,15.9984,0.0007,0.0008,0.000123,5.55823,1511.41,0.166
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,4.0,3.968,15.919,15.9394,4.459204,4.461254,35.6877,35.6905,2.3461,5.5099800000000005,97.4054,0.1052,0.1573,0.39141820000000005,122.95,2295.2,nd,26.2941,26.2894,15.9184,15.9388,0.0028,0.0204,0.002049,5.56691,1511.18,0.303
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,5.0,4.96,15.8134,15.8139,4.448398,4.448599,35.6872,35.6896,2.3508,5.530930000000001,97.3229,0.1086,0.1924,0.391142,105.17,2296.7,nd,26.3168,26.3177,15.8126,15.8131,0.0024,0.0005,0.000202,5.57848,1510.87,0.341
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,6.0,5.952000000000001,15.7938,15.7917,4.4465010000000005,4.446345,35.6862,35.687,2.3561,5.56386,97.0882,0.1182,0.2157,0.3994783,101.45,2289.9,nd,26.3215,26.3224,15.7929,15.7907,0.0007,-0.0022,-0.000156,5.58061,1510.82,0.377
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,7.0,6.944,15.7986,15.7991,4.446979,4.447076,35.6854,35.6861,2.356,5.56044,97.2915,0.1098,0.1936,0.38828359999999995,68.866,2291.5,nd,26.3201,26.3203,15.7975,15.798,0.0007,0.0006,9.8e-05,5.5801,1510.85,0.397
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,8.0,7.936,15.7929,15.7921,4.446429,4.446405,35.685,35.6859,2.3556,5.56043,97.1462,0.1158,0.2127,0.3925105,77.30199999999999,2291.8,nd,26.3212,26.3218,15.7917,15.7909,0.0009,-0.0008,-2.4e-05,5.58073,1510.85,0.41600000000000004
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,9.0,8.927999999999999,15.7764,15.7816,4.444839,4.445407,35.6853,35.6862,2.3522,5.5601,97.2933,0.1098,0.2334,0.3903764,71.85,2297.1,nd,26.3252,26.3244,15.775,15.7802,0.0009,0.0052,0.0005679999999999999,5.58253,1510.82,0.43799999999999994
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,10.0,9.92,15.7659,15.7656,4.443919999999999,4.443933,35.6858,35.6865,2.3538,5.54386,97.3481,0.1075,0.2474,0.3942776,68.06,2294.4,nd,26.3284,26.3286,15.7643,15.7641,0.0006,-0.0002,1.3000000000000001e-05,5.58365,1510.8,0.46799999999999997
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,11.0,10.912,15.7586,15.7604,4.443226999999999,4.443482,35.6856,35.6878,2.3509,5.56109,97.2288,0.1124,0.2654,0.39793890000000004,58.29600000000001,2292.1,nd,26.3299,26.3301,15.7569,15.7586,0.0022,0.0017,0.00025499999999999996,5.58444,1510.8,0.49700000000000005
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,12.0,11.904000000000002,15.6882,15.6887,4.436569,4.436569,35.6904,35.6918,2.353,5.55096,97.22,0.1128,0.3049,0.39306979999999997,55.508,2291.1,nd,26.3486,26.3482,15.6863,15.6868,0.0014,0.0005,1.8688e-07,5.59204,1510.6,0.521
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,13.0,12.895999999999999,15.6669,15.6667,4.434501,4.434537000000001,35.6907,35.6917,2.3556,5.56405,97.0037,0.1217,0.3508,0.3992368,49.449,2294.0,nd,26.3537,26.3541,15.6648,15.6647,0.001,-0.0001,3.6e-05,5.59437,1510.55,0.54
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,14.0,13.888,15.6509,15.6507,4.432994,4.433032,35.6909,35.6918,2.3545,5.584969999999999,96.5651,0.1398,0.3736,0.41567840000000006,46.31,2297.0,nd,26.3578,26.3582,15.6487,15.6485,0.001,-0.0002,3.8e-05,5.5961,1510.52,0.565
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,15.0,14.88,15.6402,15.64,4.432071,4.432119,35.6913,35.6919,2.354,5.56873,96.7755,0.1311,0.3913,0.3953243,42.141000000000005,2293.9,nd,26.361,26.3615,15.6378,15.6377,0.0006,-0.0002,4.9e-05,5.59725,1510.5,0.6
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,16.0,15.872,15.6385,15.6383,4.432018,4.432049,35.6917,35.6922,2.3529,5.57833,96.8085,0.1297,0.4296,0.40084050000000004,40.07,2294.6,nd,26.3619,26.3623,15.636,15.6358,0.0006,-0.0002,2.9999999999999997e-05,5.59741,1510.51,0.624
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,17.0,16.864,15.6355,15.6354,4.4318599999999995,4.43189,35.6922,35.6927,2.3526,5.57285,96.7767,0.1311,0.4423,0.3958237,35.408,2295.0,nd,26.3633,26.3636,15.6329,15.6327,0.0005,-0.0002,2.8999999999999997e-05,5.59771,1510.52,0.645
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,18.0,17.855999999999998,15.6321,15.632,4.43158,4.431633000000001,35.6921,35.6929,2.3514,5.57342,96.7196,0.1334,0.5286,0.4028001,33.422,2295.9,nd,26.3642,26.3646,15.6293,15.6292,0.0007,-0.0001,5.4000000000000005e-05,5.59807,1510.53,0.67
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,19.0,18.848,15.6291,15.6289,4.431369999999999,4.4313970000000005,35.6924,35.6928,2.3502,5.5679099999999995,96.663,0.1358,0.5273,0.40220259999999997,30.57,2294.1,nd,26.3652,26.3656,15.6262,15.6259,0.0004,-0.0003,2.7000000000000002e-05,5.59839,1510.54,0.696
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,20.0,19.84,15.6328,15.6329,4.431979,4.432066000000001,35.6939,35.6942,2.3512,5.56621,96.6323,0.137,0.5667,0.4001889,28.535999999999998,2294.3,nd,26.3658,26.3663,15.6296,15.6297,0.0003,0.0001,8.8e-05,5.59793,1510.56,0.722
6,20120617,1103,43.0327,-27.2662,2012-06-17T11:03:00Z,21.0,20.831999999999997,15.6348,15.6348,4.432511,4.432564,35.6963,35.6968,2.3458,5.57431,96.7634,0.1316,0.5555,0.4001564,25.994,2296.7,nd,26.3673,26.3677,15.6315,15.6315,0.0005,0.0,5.3e-05,5.59762,1510.59,0.7440000000000001
