cast,date,time_start,lat_start,lon_start,ISO_DateTime_UTC,press,depth,temp,temp2,cond,cond2,sal,sal2,O2_v,O2,trans,beam_c,fluor,turbidity,par,spar,nitrate_SUNA,sigma_0,sigma_0_2,potemp,potemp2,sal_diff,temp_diff,cond_diff,O2sat,sound_vel,geopot_anom
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,3.0,2.977,16.7994,16.8142,4.546865,4.548541999999999,35.6754,35.6747,2.3704,5.4759199999999995,95.645,0.1781,0.668,0.4037883,1e-12,1865.0,0.0,26.0807,26.0784,16.799,16.8138,-0.0007,0.0148,0.001678,5.47304,1513.83,-0.1
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,4.0,3.968,16.862,16.8558,4.55376,4.552902,35.6796,35.679,2.3717,5.48825,95.3228,0.1916,0.5392,0.3907162,1e-12,2477.6,0.0,26.0694,26.0693,16.8613,16.8551,-0.0007,-0.0062,-0.000859,5.46631,1514.03,0.209
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,5.0,4.96,16.8115,16.8203,4.5484029999999995,4.549272,35.6782,35.6799,2.3705,5.47952,95.4068,0.1881,0.5684,0.4031882,1e-12,2335.0,0.0,26.0794,26.0773,16.8107,16.8194,0.0018,0.0087,0.0008699999999999999,5.47171,1513.9,0.226
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,6.0,5.952000000000001,16.794,16.7937,4.54668,4.546723,35.6783,35.6763,2.3742,5.49023,95.3637,0.1899,0.6923,0.39931209999999995,1e-12,2268.8,0.0,26.0837,26.0842,16.793,16.7927,-0.002,-0.0003,4.3e-05,5.47355,1513.86,0.244
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,7.0,6.945,16.8198,16.8227,4.549075,4.54925,35.6753,35.6747,2.3698,5.4969,95.3921,0.1887,0.785,0.4011691,1e-12,2267.7,0.0,26.0758,26.0744,16.8187,16.8215,-0.0006,0.0029,0.000175,5.47091,1513.95,0.265
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,8.0,7.936,16.7,16.6494,4.5365400000000005,4.5315330000000005,35.6739,35.6824,2.3624,5.4984,95.4567,0.186,0.8194,0.3984598,1e-12,2243.8,0.0,26.1011,26.1137,16.6987,16.6481,0.0085,-0.0506,-0.005006,5.48369,1513.6,0.29100000000000004
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,9.0,8.929,16.2338,16.2377,4.489579,4.490163,35.6845,35.7022,2.3578,5.524769999999999,95.5046,0.184,0.8981,0.3995988,1e-12,2207.9,0.0,26.2109,26.2113,16.2323,16.2363,0.0177,0.0039,0.000584,5.53336,1512.21,0.316
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,10.0,9.92,16.057,16.0277,4.472424,4.469735,35.6912,35.6916,2.3592,5.5368900000000005,95.8307,0.1704,0.894,0.403121,1e-12,2180.8,0.0,26.2561,26.2647,16.0554,16.0262,0.0005,-0.0293,-0.002689,5.552230000000001,1511.69,0.336
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,11.0,10.912,16.0226,16.0274,4.469099,4.469425,35.6901,35.6939,2.3608,5.54312,96.0348,0.1619,0.9795,0.4031923,1e-12,2226.2,0.0,26.2647,26.2626,16.0209,16.0256,0.0038,0.0047,0.000325,5.5559199999999995,1511.6,0.36200000000000004
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,12.0,11.905,15.9232,15.9229,4.459144,4.459141000000001,35.6889,35.6907,2.3604,5.562130000000001,96.0726,0.1603,0.9866,0.4079682,1e-12,2203.0,0.0,26.2877,26.2879,15.9213,15.921,0.0018,-0.0003,-3e-06,5.56671,1511.31,0.39
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,13.0,12.895999999999999,15.858,15.8583,4.4527209999999995,4.4527660000000004,35.6883,35.6894,2.3601,5.56792,96.039,0.1617,1.0663,0.4066171,1e-12,2263.1,0.0,26.3032,26.3032,15.856,15.8563,0.0011,0.0003,4.5e-05,5.57377,1511.13,0.415
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,14.0,13.889000000000001,15.8428,15.8417,4.451352,4.4512279999999995,35.6878,35.6885,2.3592,5.57094,96.2766,0.1518,1.0918,0.40619099999999997,1e-12,2347.3,0.0,26.3075,26.3077,15.8406,15.8395,0.0007,-0.0012,-0.000125,5.5753900000000005,1511.1,0.436
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,15.0,14.88,15.8249,15.8239,4.44981,4.449773,35.6882,35.6889,2.3561,5.57003,96.3287,0.1496,1.1358,0.40122220000000003,1e-12,2276.9,0.0,26.3132,26.3138,15.8225,15.8216,0.0007,-0.001,-3.7e-05,5.57728,1511.06,0.462
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,16.0,15.872,15.8033,15.8043,4.448021,4.448116000000001,35.6902,35.6907,2.3547,5.56379,96.3787,0.1475,1.2201,0.40987609999999997,1e-12,2152.9,0.0,26.3205,26.3202,15.8008,15.8018,0.0005,0.001,9.499999999999999e-05,5.57954,1511.02,0.48700000000000004
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,17.0,16.865,15.7927,15.7922,4.447253,4.447216,35.6913,35.6915,2.3518,5.56114,96.4445,0.1448,1.2772,0.4005155,1e-12,2049.5,0.0,26.3247,26.3249,15.79,15.7895,0.0002,-0.0005,-3.8e-05,5.58062,1511.0,0.514
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,18.0,17.857,15.7909,15.7908,4.447211,4.447191,35.6912,35.6911,2.3487,5.553380000000001,96.5527,0.1403,1.294,0.41205959999999997,1e-12,2003.7,0.0,26.3258,26.3257,15.7881,15.788,-0.0,-0.0001,-2e-05,5.58078,1511.02,0.542
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,19.0,18.848,15.7865,15.7866,4.446873,4.446863,35.6912,35.6913,2.3465,5.54755,96.6897,0.1347,1.3434,0.4046002,1e-12,2009.1,0.0,26.3272,26.3271,15.7835,15.7836,0.0001,0.0001,-1e-05,5.58125,1511.02,0.5660000000000001
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,20.0,19.840999999999998,15.7775,15.777,4.446133000000001,4.446087,35.6919,35.6921,2.3432,5.54064,96.6108,0.1379,1.3537,0.40367600000000003,1e-12,2018.6,0.0,26.3301,26.3303,15.7744,15.7739,0.0002,-0.0005,-4.6e-05,5.58219,1511.01,0.588
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,21.0,20.831999999999997,15.7691,15.769,4.445387,4.445373,35.692,35.6922,2.3434,5.53252,96.6776,0.1352,1.4526,0.4029188,1e-12,2048.3,0.0,26.3325,26.3325,15.7658,15.7657,0.0003,-0.0002,-1.4000000000000001e-05,5.58309,1511.0,0.616
12,20120619,1516,42.9503,-27.2342,2012-06-19T15:16:00Z,22.0,21.824,15.7519,15.752,4.443662000000001,4.443651999999999,35.6916,35.6922,2.3418,5.53632,96.683,0.1349,1.4365,0.4050698,1e-12,2077.7,0.0,26.3361,26.336,15.7485,15.7486,0.0006,0.0001,-1e-05,5.58499,1510.96,0.64
