cast,date,time_start,lat_start,lon_start,ISO_DateTime_UTC,press,depth,temp,temp2,cond,cond2,sal,sal2,O2_v,O2,trans,beam_c,fluor,turbidity,par,spar,nitrate_SUNA,sigma_0,sigma_0_2,potemp,potemp2,sal_diff,temp_diff,cond_diff,O2sat,sound_vel,geopot_anom
5,20120617,929,43.0327,-27.2667,2012-06-17T09:29:00Z,2.0,1.984,16.1316,16.1318,4.481781,4.481688,35.697,35.696,2.3384,5.46413,97.8686,0.0862,0.218,0.38912670000000005,124.48,2079.1,nd,26.2537,26.2529,16.1313,16.1315,-0.001,0.0002,-9.2e-05,5.5435,1511.81,-0.02
5,20120617,929,43.0327,-27.2667,2012-06-17T09:29:00Z,3.0,2.9760000000000004,16.1319,16.1307,4.481854,4.481602,35.697,35.6958,2.3414,5.4715,97.9115,0.0844,0.1953,0.3804125,117.57,2093.0,nd,26.2536,26.253,16.1315,16.1302,-0.0012,-0.0012,-0.00025299999999999997,5.54347,1511.83,0.175
5,20120617,929,43.0327,-27.2667,2012-06-17T09:29:00Z,4.0,3.968,16.1315,16.1326,4.481861,4.481859,35.6971,35.6962,2.3374,5.46729,97.8502,0.0869,0.1681,0.38413270000000005,91.57799999999999,2091.4,nd,26.2538,26.2528,16.1309,16.1319,-0.0009,0.0011,-2e-06,5.54352,1511.85,0.26899999999999996
5,20120617,929,43.0327,-27.2667,2012-06-17T09:29:00Z,5.0,4.96,16.13,16.1292,4.481682,4.481495,35.6965,35.6963,2.3402,5.46244,97.8585,0.0866,0.2079,0.38715190000000005,68.607,2091.5,nd,26.2537,26.2532,16.1292,16.1284,-0.0002,-0.0008,-0.00018700000000000002,5.5437,1511.86,0.308
5,20120617,929,43.0327,-27.2667,2012-06-17T09:29:00Z,6.0,5.952000000000001,16.106,16.1037,4.479226000000001,4.47888,35.6962,35.6953,2.3418,5.48169,97.7705,0.0902,0.2072,0.38211059999999997,78.005,2087.2,nd,26.2587,26.2584,16.1051,16.1028,-0.0009,-0.0023,-0.000346,5.54631,1511.8,0.332
5,20120617,929,43.0327,-27.2667,2012-06-17T09:29:00Z,7.0,6.944,16.1064,16.1047,4.479304,4.479048000000001,35.696,35.6948,2.3415,5.48383,97.8431,0.0872,0.2121,0.3789697,64.366,2089.2,nd,26.2586,26.2584,16.1053,16.1036,-0.0011,-0.0017,-0.000256,5.54627,1511.82,0.358
5,20120617,929,43.0327,-27.2667,2012-06-17T09:29:00Z,8.0,7.936,16.1062,16.1071,4.479303,4.479296,35.6957,35.695,2.3395,5.48189,97.9257,0.0838,0.2254,0.3824244,68.626,2090.4,nd,26.2585,26.2576,16.1049,16.1058,-0.0007,0.0009,-7.000000000000001e-06,5.5463,1511.83,0.379
5,20120617,929,43.0327,-27.2667,2012-06-17T09:29:00Z,9.0,8.927999999999999,16.1053,16.1051,4.4792559999999995,4.479114,35.6957,35.6951,2.3397,5.47042,97.8238,0.088,0.229,0.3847518,51.508,2091.6,nd,26.2588,26.2579,16.1038,16.1037,-0.0006,-0.0001,-0.00014199999999999998,5.54641,1511.84,0.39899999999999997
5,20120617,929,43.0327,-27.2667,2012-06-17T09:29:00Z,10.0,9.92,16.0955,16.0928,4.478313,4.477899,35.6958,35.6944,2.34,5.47715,97.8207,0.0881,0.2499,0.3804801,48.286,2092.0,nd,26.2611,26.2607,16.0939,16.0912,-0.0013,-0.0027,-0.00041500000000000006,5.54746,1511.83,0.424
5,20120617,929,43.0327,-27.2667,2012-06-17T09:29:00Z,11.0,10.912,16.0199,16.0191,4.470102,4.470058,35.6917,35.6959,2.3387,5.48895,97.8232,0.088,0.2687,0.3859154,41.511,2090.0,nd,26.2741,26.2745,16.0182,16.0174,0.0042,-0.0008,-4.5e-05,5.55583,1511.61,0.452
