cast,date,time_start,lat_start,lon_start,ISO_DateTime_UTC,press,depth,temp,temp2,cond,cond2,sal,sal2,O2_v,O2,trans,beam_c,fluor,turbidity,par,spar,nitrate_SUNA,sigma_0,sigma_0_2,potemp,potemp2,sal_diff,temp_diff,cond_diff,O2sat,sound_vel,geopot_anom
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,2.0,1.984,16.8358,16.9408,4.5539819999999995,4.564817,35.7072,35.7075,2.3887,5.52278,95.2223,0.1958,0.6038,0.4011712,12.945,2192.6,2.3596,26.0956,26.0719,16.8354,16.9404,0.0004,0.105,0.010835,5.46818,1513.96,-0.065
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,3.0,2.9760000000000004,17.0436,17.0775,4.575232,4.57889,35.7056,35.7081,2.3941,5.52913,95.426,0.1873,0.5296,0.39052070000000005,11.645999999999999,2187.1,2.8699,26.047,26.0403,17.0432,17.0771,0.0025,0.0339,0.003657,5.44638,1514.6,0.111
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,4.0,3.968,17.0818,17.0651,4.579487,4.577763,35.7082,35.7097,2.3936,5.5275,95.4573,0.186,0.5087,0.38962440000000004,10.342,2188.4,2.4835,26.0401,26.0439,17.0811,17.0644,0.0014,-0.0167,-0.001725,5.44231,1514.73,0.158
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,5.0,4.96,17.0246,17.0276,4.573625,4.573821,35.7091,35.7115,2.3889,5.5273,95.6567,0.1776,0.5289,0.39333070000000003,9.1875,2188.4,2.7596,26.0531,26.0517,17.0238,17.0268,0.0024,0.003,0.000196,5.44831,1514.57,0.184
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,6.0,5.952000000000001,16.8902,16.8944,4.559472,4.559789,35.7072,35.7132,2.3844,5.536519999999999,96.1991,0.155,0.5231,0.3936421,8.3946,2188.2,2.7473,26.0813,26.0796,16.8893,16.8934,0.006,0.0042,0.00031800000000000003,5.46255,1514.18,0.205
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,7.0,6.944,16.7157,16.7175,4.5414449999999995,4.541580000000001,35.7069,35.7127,2.3825,5.53782,96.4883,0.143,0.5153,0.3907282,7.3542,2186.2,2.6534,26.1202,26.1195,16.7145,16.7163,0.0057,0.0018,0.000135,5.48104,1513.67,0.23
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,8.0,7.937,16.5188,16.5201,4.521116999999999,4.521215,35.7056,35.7115,2.3824,5.55737,96.1232,0.1582,0.5434,0.39688320000000005,6.97,2187.5,2.6291,26.1635,26.1629,16.5175,16.5188,0.0059,0.0013,9.9e-05,5.50205,1513.09,0.258
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,9.0,8.929,16.382,16.3781,4.507204,4.506768,35.7051,35.7076,2.3805,5.570880000000001,95.914,0.1669,0.6125,0.3956119,6.3543,2187.7,2.5371,26.1946,26.1953,16.3806,16.3767,0.0026,-0.0039,-0.000436,5.51666,1512.69,0.284
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,10.0,9.921,16.3347,16.3351,4.502351,4.502397,35.7031,35.7042,2.3796,5.5727199999999995,95.7315,0.1745,0.6497,0.4126264,6.1025,2186.3,2.5418,26.2049,26.2048,16.333,16.3335,0.0011,0.0005,4.6e-05,5.52177,1512.56,0.306
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,11.0,10.912,16.3057,16.3062,4.499507,4.499541000000001,35.7023,35.704,2.3839,5.57437,94.9833,0.2059,0.6746,0.4019322,5.5581,2185.6,2.6287,26.212,26.2117,16.3039,16.3044,0.0017,0.0005,3.4e-05,5.524859999999999,1512.49,0.32799999999999996
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,12.0,11.905,16.2492,16.2497,4.493722,4.493784,35.7005,35.7022,2.3842,5.59211,94.7856,0.2142,0.7361,0.4157821,5.1384,2184.7,2.632,26.2243,26.2242,16.2473,16.2478,0.0016,0.0005,6.2e-05,5.530959999999999,1512.33,0.355
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,13.0,12.897,16.2203,16.2207,4.490831,4.490856,35.6988,35.6992,2.3849,5.59892,94.8192,0.2128,0.7082,0.4001349,5.0415,2186.1,2.5927,26.2308,26.2307,16.2183,16.2186,0.0004,0.0004,2.6000000000000002e-05,5.53407,1512.26,0.38299999999999995
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,14.0,13.888,16.2046,16.2052,4.489178,4.489216000000001,35.697,35.698,2.3848,5.60335,94.8913,0.2098,0.7372,0.40437259999999997,4.7382,2185.5,2.5527,26.2338,26.2335,16.2023,16.2029,0.001,0.0006,3.8e-05,5.5358,1512.23,0.406
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,15.0,14.88,16.1661,16.1668,4.485123000000001,4.485172,35.695,35.6969,2.3804,5.60879,95.1863,0.1973,0.7449,0.39460759999999995,4.5388,2185.1,2.4873,26.2412,26.241,16.1637,16.1644,0.0019,0.0007,4.9e-05,5.54001,1512.12,0.428
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,16.0,15.873,16.0972,16.0981,4.4778459999999995,4.47794,35.6922,35.6948,2.3775,5.60457,95.6591,0.1775,0.7691,0.3982461,4.4407,2185.1,2.5015,26.2547,26.2545,16.0946,16.0955,0.0026,0.0009,9.499999999999999e-05,5.54756,1511.92,0.451
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,17.0,16.864,16.0438,16.0441,4.472262000000001,4.472302,35.6897,35.6911,2.3773,5.60087,95.9899,0.1637,0.7175,0.3966849,4.276,2183.5,2.4571,26.2652,26.2652,16.0411,16.0414,0.0013,0.0003,4e-05,5.5534,1511.77,0.478
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,18.0,17.857,15.9666,15.9679,4.4641459999999995,4.464254,35.6869,35.6898,2.3746,5.61081,95.9942,0.1635,0.7502,0.399459,4.3593,2184.3,2.5359,26.2804,26.2799,15.9638,15.9651,0.0029,0.0013,0.00010800000000000001,5.56188,1511.55,0.504
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,19.0,18.848,15.9009,15.902,4.457573,4.45765,35.6872,35.6896,2.3729,5.6128800000000005,95.9006,0.1674,0.7586,0.4047265,4.2699,2184.8,2.6871,26.2955,26.295,15.8979,15.899,0.0024,0.0011,7.7e-05,5.56902,1511.36,0.53
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,20.0,19.84,15.8527,15.8525,4.452895,4.452876,35.688,35.6885,2.3737,5.61254,95.4107,0.188,0.8132,0.42240959999999994,4.2256,2183.5,2.6371,26.3074,26.3075,15.8496,15.8494,0.0004,-0.0002,-1.9e-05,5.57423,1511.23,0.5539999999999999
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,21.0,20.831999999999997,15.8398,15.8394,4.451814,4.451755,35.6883,35.6883,2.3729,5.615819999999999,95.7302,0.1745,0.9755,0.405389,4.445,2183.9,2.4135,26.3116,26.3115,15.8365,15.8361,0.0,-0.0003,-5.9e-05,5.57559,1511.21,0.584
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,22.0,21.824,15.8302,15.8301,4.451018,4.450989,35.6886,35.689,2.3739,5.6163099999999995,95.4375,0.1868,0.9652,0.4063343,4.4576,2183.5,2.4546,26.3147,26.3146,15.8267,15.8266,0.0004,-0.0001,-2.8999999999999997e-05,5.5766,1511.2,0.609
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,23.0,22.816,15.8143,15.8142,4.449525,4.449491,35.6889,35.6891,2.3713,5.62125,95.4225,0.1874,0.9974,0.40404470000000003,4.4297,2182.2,2.516,26.3188,26.3187,15.8107,15.8106,0.0002,-0.0001,-3.4e-05,5.57832,1511.16,0.63
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,24.0,23.808000000000003,15.8089,15.8086,4.449073,4.449033,35.6888,35.6889,2.3697,5.61611,95.507,0.1839,1.0599,0.40307990000000005,4.5152,2181.2,2.5074,26.3204,26.3204,15.8051,15.8048,0.0001,-0.0003,-4e-05,5.57889,1511.17,0.655
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,25.0,24.8,15.79,15.7896,4.447342,4.447274,35.6895,35.6898,2.3671,5.6134,95.7139,0.1752,1.0427,0.4024986,4.6731,2182.7,2.5008,26.3256,26.3255,15.7861,15.7857,0.0003,-0.0004,-6.8e-05,5.58091,1511.13,0.6859999999999999
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,26.0,25.791999999999998,15.7693,15.7691,4.445801,4.445748,35.6939,35.6939,2.3655,5.6054699999999995,96.1379,0.1576,1.0444,0.40345729999999996,4.6516,2183.2,2.3845,26.3338,26.3336,15.7652,15.765,-0.0,-0.0002,-5.3e-05,5.583019999999999,1511.08,0.7140000000000001
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,27.0,26.784000000000002,15.7563,15.7564,4.444788,4.444756,35.696,35.6962,2.3638,5.6062199999999995,96.2767,0.1518,1.0299,0.40189990000000003,4.5082,2181.7,2.3789,26.3385,26.3382,15.7521,15.7521,0.0002,0.0001,-3.2e-05,5.58437,1511.06,0.7390000000000001
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,28.0,27.776,15.7442,15.744,4.443679,4.443622,35.6964,35.6965,2.3589,5.60312,96.2198,0.1542,1.0737,0.4030917,4.5685,2181.6,2.4801,26.3417,26.3416,15.7398,15.7396,0.0001,-0.0003,-5.6999999999999996e-05,5.5856699999999995,1511.04,0.762
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,29.0,28.768,15.7348,15.7345,4.442752,4.442702,35.6959,35.696,2.3598,5.5886,96.4291,0.1454,1.1343,0.4059958,4.4779,2181.3,2.4685,26.3437,26.3436,15.7303,15.73,0.0001,-0.0003,-4.9e-05,5.58671,1511.03,0.789
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,30.0,29.76,15.7267,15.7265,4.442011,4.441975,35.6958,35.6958,2.3558,5.59448,96.5072,0.1422,1.211,0.40691900000000003,4.1867,2181.8,2.5659,26.3458,26.3457,15.722,15.7218,-0.0,-0.0002,-3.6e-05,5.58758,1511.02,0.818
10,20120618,1812,42.9717,-27.2372,2012-06-18T18:12:00Z,31.0,30.752,15.7242,15.724,4.44182,4.441775,35.6957,35.6956,2.3536,5.58325,96.2991,0.1508,1.1557,0.4086189,4.0497,2181.9,2.5681,26.3465,26.3464,15.7194,15.7191,-0.0001,-0.0003,-4.5e-05,5.58785,1511.03,0.8420000000000001
