initial_latitude_deg,initial_longitude_deg,sounding_m,min_depth_m,max_depth_m,pres,temp,trans,fluo,sal,dens,svan,n2,sigt,theta,sigthe,freez_t,o2,p_h,no3,par,s_par,x18,cdomv,transect
71.2035,-136.7367,1334.0,3.08,297.44,3.0,-0.797,88.73,0.05,,,,,,,,,,,0.35600000000000004,124.63,244.14,,0.073,400.0
71.2035,-136.7367,1334.0,3.08,297.44,4.0,-0.813,88.72,0.03,26.049,20.92,686.0,,20.902,-0.813,20.902,-1.42,8.719,,0.408,110.973,245.335,,0.07400000000000001,400.0
71.2035,-136.7367,1334.0,3.08,297.44,5.0,-0.8240000000000001,88.73,0.03,26.165,21.02,677.0,0.0008550000000000001,20.996,-0.8240000000000001,20.996,-1.43,8.732999999999999,,0.562,93.281,246.22,,0.075,400.0
71.2035,-136.7367,1334.0,3.08,297.44,6.0,-0.841,88.32,0.03,26.269,21.11,669.0,0.000388,21.08,-0.841,21.08,-1.43,8.724,,0.624,82.662,246.22,,0.07400000000000001,400.0
71.2035,-136.7367,1334.0,3.08,297.44,7.0,-0.823,88.55,0.03,26.265,21.11,670.0,-0.00018,21.077,-0.823,21.077,-1.43,8.73,,1.348,73.682,246.258,,0.07400000000000001,400.0
71.2035,-136.7367,1334.0,3.08,297.44,8.0,-0.8109999999999999,88.79,0.03,26.223000000000006,21.08,673.0,-0.00031600000000000004,21.043000000000006,-0.8109999999999999,21.043000000000006,-1.43,8.722000000000001,,0.736,66.23899999999999,246.249,,0.073,400.0
71.2035,-136.7367,1334.0,3.08,297.44,9.0,-0.804,88.77,0.03,26.184,21.05,676.0,0.00062,21.011,-0.804,21.011,-1.43,8.761000000000001,,0.52,60.056,247.313,,0.07400000000000001,400.0
71.2035,-136.7367,1334.0,3.08,297.44,10.0,-0.8029999999999999,88.75,0.03,26.383000000000006,21.22,660.0,0.00237,21.172,-0.8029999999999999,21.172,-1.44,8.869,,0.731,55.43600000000001,248.241,,0.07400000000000001,400.0
71.2035,-136.7367,1334.0,3.08,297.44,11.0,-0.799,88.68,0.03,26.794,21.56,628.0,0.00317,21.504,-0.799,21.504,-1.47,8.935,,0.933,51.718,248.31,,0.07400000000000001,400.0
71.2035,-136.7367,1334.0,3.08,297.44,12.0,-0.765,88.39,0.03,27.201,21.89,597.0,0.00243,21.833,-0.765,21.833,-1.49,8.942,,0.001,48.557,249.691,,0.075,400.0
71.2035,-136.7367,1334.0,3.08,297.44,13.0,-0.7340000000000001,88.34,0.03,27.423,22.07,580.0,0.00134,22.012,-0.7340000000000001,22.012,-1.5,8.948,,0.459,45.431,250.4,,0.07400000000000001,400.0
71.2035,-136.7367,1334.0,3.08,297.44,14.0,-0.7190000000000001,88.36,0.03,27.548,22.18,570.0,0.00135,22.112,-0.7190000000000001,22.112,-1.51,8.971,,0.804,42.357,250.4,,0.075,400.0
71.2035,-136.7367,1334.0,3.08,297.44,15.0,-0.7,88.45,0.03,27.771,22.37,553.0,0.0013800000000000002,22.292,-0.7,22.292,-1.52,9.023,,0.378,39.668,251.197,,0.075,400.0
71.2035,-136.7367,1334.0,3.08,297.44,16.0,-0.69,88.55,0.03,27.904,22.48,543.0,0.00136,22.4,-0.69,22.4,-1.53,9.056,,0.435,37.209,252.48,,0.076,400.0
71.2035,-136.7367,1334.0,3.08,297.44,17.0,-0.647,88.66,0.04,28.123,22.66,526.0,0.00153,22.576,-0.647,22.576,-1.55,9.082,,0.579,34.906,252.48,,0.076,400.0
71.2035,-136.7367,1334.0,3.08,297.44,18.0,-0.62,88.73,0.04,28.301,22.81,512.0,0.00119,22.719,-0.62,22.719,-1.56,9.081,,0.523,32.633,251.44,,0.076,400.0
71.2035,-136.7367,1334.0,3.08,297.44,19.0,-0.623,88.83,0.04,28.432,22.92,502.0,0.000936,22.825,-0.623,22.825,-1.56,9.093,,0.419,30.597,252.337,,0.077,400.0
71.2035,-136.7367,1334.0,3.08,297.44,20.0,-0.649,88.93,0.04,28.542,23.01,493.0,0.0007639999999999999,22.914,-0.649,22.914,-1.57,9.138,,0.475,28.769,250.543,,0.076,400.0
71.2035,-136.7367,1334.0,3.08,297.44,21.0,-0.669,88.98,0.04,28.628,23.09,487.0,0.000567,22.984,-0.669,22.984,-1.58,9.129,,0.21,27.127,250.4,,0.076,400.0
71.2035,-136.7367,1334.0,3.08,297.44,22.0,-0.664,89.03,0.04,28.688,23.14,482.0,0.000641,23.033,-0.664,23.033,-1.58,9.142,,0.8290000000000001,25.665,250.4,,0.076,400.0
71.2035,-136.7367,1334.0,3.08,297.44,23.0,-0.6890000000000001,89.05,0.05,28.793000000000006,23.23,474.0,0.000872,23.118,-0.6890000000000001,23.118,-1.59,9.147,,0.501,24.332,250.4,,0.077,400.0
71.2035,-136.7367,1334.0,3.08,297.44,24.0,-0.706,89.05,0.05,28.912,23.33,465.0,0.000978,23.215,-0.706,23.215,-1.59,9.198,,0.81,23.067,250.4,,0.077,400.0
71.2035,-136.7367,1334.0,3.08,297.44,25.0,-0.775,89.04,0.05,29.043000000000006,23.44,454.0,0.00116,23.323,-0.775,23.323,-1.6,9.237,,1.008,21.901,250.4,,0.077,400.0
71.2035,-136.7367,1334.0,3.08,297.44,26.0,-0.828,89.01,0.06,29.209,23.58,441.0,0.00147,23.458,-0.828,23.458,-1.61,9.277,,0.693,20.783,251.404,,0.077,400.0
71.2035,-136.7367,1334.0,3.08,297.44,27.0,-0.875,88.99,0.05,29.419,23.76,425.0,0.00147,23.629,-0.875,23.629,-1.63,9.275,,0.08900000000000001,19.829,252.298,,0.078,400.0
71.2035,-136.7367,1334.0,3.08,297.44,28.0,-0.875,88.96,0.06,29.586,23.9,412.0,0.000977,23.764,-0.8759999999999999,23.764,-1.64,9.296,,0.08199999999999999,18.984,252.48,,0.078,400.0
71.2035,-136.7367,1334.0,3.08,297.44,29.0,-0.89,89.01,0.08,29.671,23.97,406.0,0.000825,23.833,-0.8909999999999999,23.833,-1.64,9.307,,0.8290000000000001,18.124,252.48,,0.078,400.0
71.2035,-136.7367,1334.0,3.08,297.44,30.0,-0.908,89.01,0.07,29.798,24.08,396.0,0.000942,23.937,-0.909,23.937,-1.65,9.31,,0.3670000000000001,17.245,252.48,,0.078,400.0
71.2035,-136.7367,1334.0,3.08,297.44,31.0,-0.932,88.99,0.07,29.913,24.18,387.0,0.000709,24.03,-0.933,24.03,-1.66,9.286,,0.181,16.399,252.48,,0.078,400.0
71.2035,-136.7367,1334.0,3.08,297.44,32.0,-0.94,88.99,0.07,29.98,24.24,382.0,0.000436,24.085,-0.941,24.085,-1.66,9.261,,0.588,15.6,252.48,,0.078,400.0
71.2035,-136.7367,1334.0,3.08,297.44,33.0,-0.951,88.99,0.06,30.025,24.28,378.0,0.000355,24.121,-0.952,24.121,-1.66,9.247,,0.785,14.894,252.48,,0.079,400.0
71.2035,-136.7367,1334.0,3.08,297.44,34.0,-0.965,89.0,0.08,30.071,24.32,375.0,0.00044,24.159,-0.966,24.159,-1.67,9.197,,0.474,14.234000000000002,252.517,,0.078,400.0
71.2035,-136.7367,1334.0,3.08,297.44,35.0,-1.0,88.99,0.08,30.137,24.38,369.0,0.000505,24.213,-1.001,24.213,-1.67,9.179,,-0.08800000000000001,13.618,254.203,,0.08,400.0
71.2035,-136.7367,1334.0,3.08,297.44,36.0,-1.045,89.01,0.09,30.199,24.44,364.0,0.000479,24.265,-1.046,24.265,-1.68,9.196,,0.235,13.045,254.57,,0.08,400.0
71.2035,-136.7367,1334.0,3.08,297.44,37.0,-1.088,89.01,0.08,30.258000000000006,24.49,360.0,0.000407,24.313,-1.089,24.313,-1.68,9.208,,0.605,12.479,254.57,,0.08,400.0
71.2035,-136.7367,1334.0,3.08,297.44,38.0,-1.116,89.02,0.08,30.302,24.53,356.0,0.000331,24.35,-1.117,24.35,-1.68,9.222,,-0.105,11.956,254.57,,0.08,400.0
71.2035,-136.7367,1334.0,3.08,297.44,39.0,-1.14,89.01,0.1,30.342,24.57,353.0,0.000361,24.383000000000006,-1.141,24.383000000000006,-1.69,9.258,,0.6659999999999999,11.454,254.57,,0.081,400.0
71.2035,-136.7367,1334.0,3.08,297.44,40.0,-1.122,89.03,0.08,30.395,24.62,349.0,0.000509,24.425,-1.123,24.425,-1.69,9.26,,1.043,10.988,255.92,,0.08,400.0
71.2035,-136.7367,1334.0,3.08,297.44,41.0,-1.088,89.02,0.08,30.475,24.69,343.0,0.000492,24.489,-1.089,24.489,-1.7,9.256,,0.219,10.552,256.943,,0.081,400.0
71.2035,-136.7367,1334.0,3.08,297.44,42.0,-1.095,89.02,0.09,30.523000000000003,24.73,339.0,0.00031800000000000003,24.528,-1.096,24.528,-1.7,9.201,,-0.355,10.151,258.74,,0.08,400.0
71.2035,-136.7367,1334.0,3.08,297.44,43.0,-1.092,89.0,0.1,30.557,24.76,337.0,0.000396,24.556,-1.093,24.556,-1.7,9.147,,-0.044,9.808,261.486,,0.08,400.0
71.2035,-136.7367,1334.0,3.08,297.44,44.0,-1.165,89.02,0.12,30.623,24.82,331.0,0.00057,24.611,-1.166,24.611,-1.71,9.192,,0.511,9.502,265.769,,0.08199999999999999,400.0
71.2035,-136.7367,1334.0,3.08,297.44,45.0,-1.227,89.01,0.13,30.7,24.89,325.0,0.00064,24.675,-1.228,24.675,-1.71,9.184,,0.741,9.198,271.773,,0.08199999999999999,400.0
71.2035,-136.7367,1334.0,3.08,297.44,46.0,-1.236,88.98,0.19,30.786,24.97,319.0,0.0005139999999999999,24.745,-1.237,24.745,-1.72,9.176,,0.619,8.849,276.943,,0.083,400.0
71.2035,-136.7367,1334.0,3.08,297.44,47.0,-1.221,88.9,0.32,30.833,25.01,315.0,0.000339,24.782,-1.222,24.782,-1.72,9.18,,0.119,8.491,279.61,,0.084,400.0
71.2035,-136.7367,1334.0,3.08,297.44,48.0,-1.187,88.84,0.38,30.875,25.05,312.0,0.000319,24.816,-1.188,24.816,-1.72,9.135,,0.486,8.089,278.95,,0.084,400.0
