initial_latitude_deg,initial_longitude_deg,sounding_m,min_depth_m,max_depth_m,pres,temp,trans,fluo,sal,dens,svan,n2,sigt,theta,sigthe,freez_t,o2,p_h,no3,par,s_par,x18,cdomv,transect
71.2193,-136.7127,1351.0,2.95,1340.09,3.0,-0.804,88.66,0.04,25.935,20.82,695.0,,20.81,-0.804,20.81,-1.41,8.634,,-20.541,64.422,137.012,,0.073,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,4.0,-0.81,88.65,0.04,25.932,20.83,695.0,3.53e-05,20.807,-0.81,20.807,-1.41,8.621,,-20.541,54.267,136.439,,0.075,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,5.0,-0.81,87.93,0.04,25.944000000000006,20.84,694.0,0.00042,20.817,-0.81,20.817,-1.41,8.62,,-20.541,45.39100000000001,137.641,,0.07400000000000001,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,6.0,-0.821,88.66,0.04,26.04,20.92,687.0,0.00148,20.895,-0.821,20.895,-1.42,8.717,,-20.541,39.821,137.681,,0.07400000000000001,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,7.0,-0.828,88.68,0.04,26.326,21.16,665.0,0.0024,21.126,-0.828,21.126,-1.44,8.792,,-20.541,35.23300000000001,137.72,,0.073,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,8.0,-0.778,88.64,0.04,26.66,21.43,639.0,0.00244,21.396,-0.778,21.396,-1.46,8.824,,-20.541,31.55,137.395,,0.075,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,9.0,-0.784,88.58,0.04,26.955,21.68,616.0,0.00212,21.634,-0.784,21.634,-1.47,8.841000000000003,,-20.541,29.033,137.625,,0.07400000000000001,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,10.0,-0.7659999999999999,88.48,0.04,27.206,21.89,597.0,0.000752,21.837,-0.7659999999999999,21.837,-1.49,8.82,,-20.541,27.025,137.185,,0.075,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,11.0,-0.777,88.55,0.05,27.149,21.84,601.0,-0.000205,21.791,-0.777,21.791,-1.49,8.853,,-20.541,25.146,136.675,,0.07400000000000001,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,12.0,-0.7759999999999999,88.71,0.05,27.153,21.85,601.0,0.000668,21.794,-0.7759999999999999,21.794,-1.49,8.879,,-20.541,23.332,137.72,,0.07400000000000001,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,13.0,-0.75,88.79,0.05,27.322,21.99,588.0,0.001,21.93,-0.75,21.93,-1.5,8.857999999999997,,-20.541,21.554,137.72,,0.07400000000000001,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,14.0,-0.737,88.83,0.04,27.412,22.07,581.0,0.000746,22.003,-0.737,22.003,-1.5,8.878,,-20.541,20.177,137.72,,0.075,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,15.0,-0.726,88.88,0.04,27.515,22.16,573.0,0.0008730000000000001,22.086,-0.726,22.086,-1.51,8.897,,-20.541,18.869,137.72,,0.075,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,16.0,-0.7120000000000001,88.84,0.05,27.638,22.26,563.0,0.000897,22.185,-0.7120000000000001,22.185,-1.52,8.93,,-20.541,17.814,137.72,,0.076,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,17.0,-0.7090000000000001,88.88,0.04,27.747,22.36,555.0,0.0008710000000000001,22.273000000000003,-0.7090000000000001,22.273000000000003,-1.52,8.972999999999997,,-20.54,16.749000000000002,137.72,,0.075,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,18.0,-0.705,88.9,0.06,27.863000000000003,22.45,546.0,0.00126,22.367,-0.705,22.367,-1.53,8.988999999999997,,-20.541,15.662,137.72,,0.076,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,19.0,-0.688,88.89,0.04,28.072,22.63,530.0,0.00149,22.535,-0.688,22.535,-1.54,9.018,,-20.541,14.748,137.72,,0.075,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,20.0,-0.691,88.85,0.04,28.249,22.78,516.0,0.00106,22.679,-0.691,22.679,-1.55,9.064,,-20.541,13.948,137.72,,0.076,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,21.0,-0.7020000000000001,88.88,0.05,28.346,22.86,508.0,0.000869,22.757,-0.7020000000000001,22.757,-1.56,9.109,,-20.541,13.295,137.72,,0.076,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,22.0,-0.778,88.93,0.06,28.471,22.97,499.0,0.000929,22.86,-0.778,22.86,-1.57,9.175,,-20.541,12.674,137.72,,0.077,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,23.0,-0.807,88.89,0.04,28.583,23.06,490.0,0.000889,22.951,-0.807,22.951,-1.58,9.197,,-20.541,12.084,137.72,,0.077,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,24.0,-0.795,88.86,0.05,28.7,23.16,481.0,0.0008869999999999998,23.046,-0.795,23.046,-1.58,9.142,,-20.541,11.489,137.72,,0.077,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,25.0,-0.845,88.9,0.05,28.811,23.26,472.0,0.00093,23.136,-0.845,23.136,-1.59,9.161,,-20.541,10.851,137.72,,0.077,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,26.0,-0.735,88.9,0.05,28.942,23.37,462.0,0.00109,23.24,-0.735,23.24,-1.6,9.134,,-20.541,10.277,137.72,,0.078,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,27.0,-0.794,88.9,0.05,29.095,23.5,450.0,0.00134,23.365,-0.794,23.365,-1.61,9.147,,-20.541,9.774,137.72,,0.078,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,28.0,-0.884,88.86,0.06,29.283,23.65,436.0,0.00113,23.519,-0.884,23.519,-1.62,9.165,,-20.541,9.379,137.72,,0.078,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,29.0,-0.892,88.85,0.07,29.383000000000006,23.74,428.0,0.000946,23.6,-0.893,23.6,-1.62,9.184,,-20.541,8.954,137.72,,0.078,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,30.0,-0.898,88.86,0.05,29.527,23.86,417.0,0.00119,23.717,-0.899,23.717,-1.63,9.205,,-20.541,8.413,137.72,,0.078,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,31.0,-0.89,88.83,0.06,29.69,24.0,404.0,0.00131,23.849,-0.8909999999999999,23.849,-1.64,9.188,,-20.541,7.962999999999999,137.72,,0.079,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,32.0,-0.917,88.83,0.07,29.865,24.15,391.0,0.000968,23.991,-0.918,23.991,-1.65,9.191,,-20.541,7.606,137.72,,0.078,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,33.0,-0.953,88.87,0.07,29.938,24.21,385.0,0.00047,24.051,-0.954,24.051,-1.66,9.204,,-20.541,7.269,137.72,,0.08,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,34.0,-0.958,88.88,0.09,29.985,24.25,381.0,0.000424,24.089,-0.959,24.089,-1.66,9.193,,-20.541,6.9270000000000005,137.72,,0.078,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,35.0,-0.972,88.93,0.08,30.047,24.31,376.0,0.000465,24.14,-0.973,24.14,-1.67,9.209,,-20.541,6.563,137.72,,0.079,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,36.0,-0.993,88.96,0.09,30.104,24.36,372.0,0.00042,24.186,-0.994,24.186,-1.67,9.19,,-20.541,6.247999999999998,137.72,,0.079,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,37.0,-1.023,88.96,0.09,30.154,24.41,368.0,0.00035800000000000003,24.228,-1.024,24.228,-1.67,9.15,,-20.541,5.9689999999999985,137.72,,0.078,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,38.0,-1.038,88.99,0.1,30.195,24.44,365.0,0.000349,24.261,-1.039,24.261,-1.68,9.123,,-20.541,5.722,137.72,,0.079,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,39.0,-0.964,88.97,0.1,30.246,24.49,361.0,0.0005269999999999999,24.301,-0.965,24.301,-1.68,9.107,,-20.541,5.4689999999999985,137.72,,0.079,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,40.0,-0.981,88.98,0.08,30.333,24.56,354.0,0.000617,24.372,-0.982,24.372,-1.69,9.139,,-20.541,5.212999999999999,137.88,,0.079,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,41.0,-1.106,88.99,0.11,30.401,24.63,349.0,0.000468,24.43,-1.107,24.43,-1.69,9.185,,-20.541,4.985,138.053,,0.08,400.0
71.2193,-136.7127,1351.0,2.95,1340.09,42.0,-1.1740000000000002,88.97,0.08,30.448,24.67,345.0,0.000301,24.469,-1.175,24.469,-1.69,9.161,,-20.541,4.767,137.886,,0.081,400.0
